StripPositionX,StripPositionY,StripPositionZ,StripDirectionX,StripDirectionY,StripDirectionZ,StripNormalX,StripNormalY,StripNormalZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,eventID,volumeID
1503.4,1192.26,3600.21,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1575.85,739.728,3600.21,1575.85,739.728,3600.21,68,9
1503.4,1192.26,3625.21,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1578.91,744.865,3625.21,1578.91,744.865,3625.21,68,9
1503.4,1192.26,3650.21,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1581.98,750.001,3650.21,1581.98,750.001,3650.21,68,9
-726.947,-916.188,-572.532,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-467.532,-510.136,-572.532,-467.532,-510.136,-572.532,69,118
-726.947,-916.188,-547.532,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-469.505,-486.913,-547.092,-469.471,-487.315,-547.532,69,118
-726.947,-916.188,-522.532,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-471.388,-464.745,-522.808,-471.41,-464.494,-522.532,69,118
-726.947,198.088,192.632,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-526.575,188.442,192.632,-526.575,188.442,192.632,69,120
-726.947,198.088,217.632,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-528.483,211.264,217.632,-528.483,211.264,217.632,69,120
-726.947,198.088,242.632,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-530.391,234.088,242.632,-530.391,234.088,242.632,69,120
-1115.18,2276.64,2427.47,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-697.193,2229.49,2427.21,-697.212,2229.72,2427.47,69,121
-1115.18,2276.64,2452.47,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-699.114,2252.56,2452.47,-699.114,2252.56,2452.47,69,121
-1115.18,2276.64,2477.47,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-701.016,2275.4,2477.47,-701.016,2275.4,2477.47,69,121
-1115.18,3240.91,3192.63,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-755.615,2928.27,3191.94,-755.668,2928.9,3192.63,69,121
-1115.18,3240.91,3217.63,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-757.491,2950.6,3216.39,-757.586,2951.73,3217.63,69,121
-1115.18,3240.91,3242.63,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-759.504,2974.57,3242.63,-759.504,2974.57,3242.63,69,121
-1503.4,5319.46,5427.47,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-926.827,4970,5427.47,-926.827,4970,5427.47,69,130
-1503.4,5319.46,5452.47,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-928.74,4992.83,5452.47,-928.74,4992.83,5452.47,69,130
-1503.4,5319.46,5477.47,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-930.655,5015.66,5477.47,-930.655,5015.66,5477.47,69,130
-1503.4,5319.46,6192.63,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-985.678,5668.76,6192.63,-985.678,5668.76,6192.63,69,130
-1503.4,5319.46,6217.63,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-987.595,5691.6,6217.63,-987.595,5691.6,6217.63,69,130
-1503.4,5319.46,6242.63,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-989.513,5714.44,6242.63,-989.513,5714.44,6242.63,69,130
-726.947,-280.312,-164.95,0,0,1,6.12323e-17,1,0,-312.367,-65.6437,-164.95,-312.367,-65.6437,-164.95,70,52
-726.947,-280.312,-139.95,0,0,1,6.12323e-17,1,0,-313.655,-56.7783,-140.166,-313.666,-56.7008,-139.95,70,52
-726.947,-280.312,-114.95,0,0,1,6.12323e-17,1,0,-314.964,-47.7579,-114.95,-314.964,-47.7579,-114.95,70,52
-1115.18,683.962,2835.05,0,0,1,6.12323e-17,1,0,-468.988,1008.46,2834.51,-469.016,1008.66,2835.05,70,52
-1115.18,683.962,2860.05,0,0,1,6.12323e-17,1,0,-470.268,1017.26,2859.06,-470.32,1017.62,2860.05,70,52
-1115.18,683.962,2885.05,0,0,1,6.12323e-17,1,0,-471.626,1026.57,2885.05,-471.626,1026.57,2885.05,70,52
-1503.4,1798.24,5835.05,0,0,1,6.12323e-17,1,0,-625.428,2083.36,5835.05,-625.428,2083.36,5835.05,70,59
-1503.4,1798.24,5860.05,0,0,1,6.12323e-17,1,0,-626.73,2092.31,5860.05,-626.73,2092.31,5860.05,70,59
-1503.4,1798.24,5885.05,0,0,1,6.12323e-17,1,0,-628.031,2101.26,5885.05,-628.031,2101.26,5885.05,70,59
-1503.4,2762.51,6600.21,0,0,1,6.12323e-17,1,0,-665.57,2357.24,6600.21,-665.57,2357.24,6600.21,70,59
-1503.4,2762.51,6625.21,0,0,1,6.12323e-17,1,0,-666.874,2366.2,6625.21,-666.874,2366.2,6625.21,70,59
-1503.4,2762.51,6650.21,0,0,1,6.12323e-17,1,0,-668.179,2375.15,6650.21,-668.179,2375.15,6650.21,70,59
-726.947,-3323.64,-3164.95,0,0,1,1.83697e-16,1,0,-1400.98,-2917.03,-3164.95,-1400.98,-2917.03,-3164.95,72,181
-726.947,-3323.64,-3139.95,0,0,1,1.83697e-16,1,0,-1406.87,-2893.75,-3139.7,-1406.81,-2893.98,-3139.95,72,181
-726.947,-3323.64,-3114.95,0,0,1,1.83697e-16,1,0,-1412.64,-2870.94,-3114.95,-1412.64,-2870.94,-3114.95,72,181
-1115.18,-130.812,-164.95,0,0,1,1.83697e-16,1,0,-2100.62,-150.161,-164.95,-2100.62,-150.161,-164.95,72,185
-1115.18,-130.812,-139.95,0,0,1,1.83697e-16,1,0,-2106.45,-127.109,-139.95,-2106.45,-127.109,-139.95,72,185
-1115.18,-130.812,-114.95,0,0,1,1.83697e-16,1,0,-2112.28,-104.055,-114.95,-2112.28,-104.055,-114.95,72,185
-1503.4,2912.01,2835.05,0,0,1,1.83697e-16,1,0,-2801.32,2614.98,2835.05,-2801.32,2614.98,2835.05,72,187
-1503.4,2912.01,2860.05,0,0,1,1.83697e-16,1,0,-2807.16,2638.03,2860.05,-2807.16,2638.03,2860.05,72,187
-1503.4,2912.01,2885.05,0,0,1,1.83697e-16,1,0,-2813,2661.08,2885.05,-2813,2661.08,2885.05,72,187
726.947,-100.912,-164.95,0,0,1,0,1,0,225.224,-112.614,-163.797,225.181,-113.396,-164.95,74,85
726.947,-100.912,-139.95,0,0,1,0,1,0,226.113,-96.4431,-139.95,226.113,-96.4431,-139.95,74,85
726.947,-100.912,-114.95,0,0,1,0,1,0,227.047,-79.4897,-114.95,227.047,-79.4897,-114.95,74,85
726.947,863.363,600.215,0,0,1,0,1,0,253.666,405.943,601.269,253.627,405.228,600.215,74,85
726.947,863.363,625.215,0,0,1,0,1,0,254.556,422.17,625.215,254.556,422.17,625.215,74,85
726.947,863.363,650.215,0,0,1,0,1,0,255.484,439.112,650.215,255.484,439.112,650.215,74,85
1115.18,1977.64,2835.05,0,0,1,0,1,0,336.753,1919.67,2835.05,336.753,1919.67,2835.05,74,86
1115.18,1977.64,2860.05,0,0,1,0,1,0,337.689,1936.62,2860.05,337.689,1936.62,2860.05,74,86
1115.18,1977.64,2885.05,0,0,1,0,1,0,338.625,1953.56,2885.05,338.625,1953.56,2885.05,74,86
1115.18,1977.64,3600.21,0,0,1,0,1,0,365.568,2438.07,3600.21,365.568,2438.07,3600.21,74,86
1503.4,4056.19,5835.05,0,0,1,0,1,0,449.773,3951.66,5835.05,449.773,3951.66,5835.05,74,95
1503.4,4056.19,5860.05,0,0,1,0,1,0,450.726,3968.6,5860.05,450.726,3968.6,5860.05,74,95
1503.4,4056.19,5885.05,0,0,1,0,1,0,451.681,3985.54,5885.05,451.681,3985.54,5885.05,74,95
1503.4,4056.19,6600.21,0,0,1,0,1,0,479.043,4470.16,6600.21,479.043,4470.16,6600.21,74,95
1503.4,4056.19,6625.21,0,0,1,0,1,0,479.979,4487.09,6625.21,479.979,4487.09,6625.21,74,95
1503.4,4056.19,6650.21,0,0,1,0,1,0,480.914,4504.01,6650.21,480.914,4504.01,6650.21,74,95
-726.947,-429.812,-164.95,0,0,1,8.97074e-17,1,-4.43555e-17,-945.508,-121.547,-164.95,-945.508,-121.547,-164.95,75,149
-726.947,-429.812,-139.95,0,0,1,8.97074e-17,1,-4.43555e-17,-949.424,-103.037,-139.95,-949.424,-103.037,-139.95,75,149
-726.947,-429.812,-114.95,0,0,1,8.97074e-17,1,-4.43555e-17,-953.219,-85.0906,-115.712,-953.338,-84.5263,-114.95,75,149
-726.947,534.462,600.215,0,0,1,8.97074e-17,1,-4.43555e-17,-1065.46,444.821,600.215,-1065.46,444.821,600.215,75,149
-726.947,534.462,625.215,0,0,1,8.97074e-17,1,-4.43555e-17,-1069.35,463.145,624.96,-1069.39,463.333,625.215,75,149
-726.947,534.462,650.215,0,0,1,8.97074e-17,1,-4.43555e-17,-1073.32,481.846,650.215,-1073.32,481.846,650.215,75,149
-1115.18,1648.74,2835.05,0,0,1,8.97074e-17,1,-4.43555e-17,-1415.9,2098.48,2835.05,-1415.9,2098.48,2835.05,75,151
-1115.18,1648.74,2860.05,0,0,1,8.97074e-17,1,-4.43555e-17,-1419.81,2116.98,2860.05,-1419.81,2116.98,2860.05,75,151
-1115.18,2613.01,3600.21,0,0,1,8.97074e-17,1,-4.43555e-17,-1535.64,2664.63,3600.21,-1535.64,2664.63,3600.21,75,151
-1115.18,2613.01,3625.21,0,0,1,8.97074e-17,1,-4.43555e-17,-1539.55,2683.13,3625.21,-1539.55,2683.13,3625.21,75,151
-1115.18,2613.01,3650.21,0,0,1,8.97074e-17,1,-4.43555e-17,-1543.45,2701.62,3650.21,-1543.45,2701.62,3650.21,75,151
-1503.4,4691.56,5835.05,0,0,1,8.97074e-17,1,-4.43555e-17,-1885.08,4317.43,5835.05,-1885.08,4317.43,5835.05,75,157
-1503.4,4691.56,5860.05,0,0,1,8.97074e-17,1,-4.43555e-17,-1889.17,4336.72,5861.15,-1889,4335.91,5860.05,75,157
-1503.4,4691.56,5885.05,0,0,1,8.97074e-17,1,-4.43555e-17,-1893.06,4355.07,5885.97,-1892.92,4354.39,5885.05,75,157
-1503.4,4691.56,6600.21,0,0,1,8.97074e-17,1,-4.43555e-17,-2004.63,4883.09,6600.21,-2004.63,4883.09,6600.21,75,157
-1503.4,4691.56,6625.21,0,0,1,8.97074e-17,1,-4.43555e-17,-2008.53,4901.59,6625.21,-2008.53,4901.59,6625.21,75,157
-1503.4,4691.56,6650.21,0,0,1,8.97074e-17,1,-4.43555e-17,-2012.44,4920.09,6650.21,-2012.44,4920.09,6650.21,75,157
-1503.4,-302.738,-164.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2956.75,-110.576,-164.95,-2956.75,-110.576,-164.95,76,110
-1503.4,-302.738,-139.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2962.72,-95.6333,-140.701,-2962.9,-95.1703,-139.95,76,110
-1503.4,-302.738,-114.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2969.05,-79.7633,-114.95,-2969.05,-79.7633,-114.95,76,110
-726.947,138.288,-164.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1233.7,-98.2514,-164.95,-1233.7,-98.2514,-164.95,77,148
-726.947,138.288,-139.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1238.82,-81.824,-139.95,-1238.82,-81.824,-139.95,77,148
-726.947,138.288,-114.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1243.94,-65.3964,-114.95,-1243.94,-65.3964,-114.95,77,148
-726.947,138.288,600.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1390.37,404.612,600.215,-1390.37,404.612,600.215,77,148
-726.947,138.288,625.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1395.37,420.633,624.601,-1395.49,421.036,625.215,77,148
-726.947,138.288,650.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1400.62,437.456,650.215,-1400.62,437.456,650.215,77,148
-1115.18,2216.84,2835.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1847.43,1871.31,2835.05,-1847.43,1871.31,2835.05,77,150
-1115.18,2216.84,2860.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1852.79,1888.5,2861.25,-1852.54,1887.72,2860.05,77,150
-1115.18,2216.84,2885.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1857.5,1903.64,2884.31,-1857.65,1904.13,2885.05,77,150
-1115.18,2216.84,3600.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2003.95,2373.56,3600.21,-2003.95,2373.56,3600.21,77,150
-1115.18,2216.84,3625.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2009.06,2389.96,3625.21,-2009.06,2389.96,3625.21,77,150
-1115.18,2216.84,3650.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2014.17,2406.35,3650.21,-2014.17,2406.35,3650.21,77,150
-1503.4,4295.39,5835.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2460.9,3840.08,5835.05,-2460.9,3840.08,5835.05,77,152
-1503.4,4295.39,5860.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2466.01,3856.49,5860.05,-2466.01,3856.49,5860.05,77,152
-1503.4,4295.39,5885.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2471.11,3872.9,5885.05,-2471.11,3872.9,5885.05,77,152
-1503.4,4295.39,6600.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2617.29,4342.63,6600.21,-2617.29,4342.63,6600.21,77,152
-1503.4,4295.39,6625.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2622.6,4359.72,6626.23,-2622.39,4359.05,6625.21,77,152
-1503.4,4295.39,6650.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2627.5,4375.48,6650.21,-2627.5,4375.48,6650.21,77,152
-726.947,26.1625,-164.95,0,0,1,0,1,0,-581.421,-179.122,-164.95,-581.421,-179.122,-164.95,78,40
-726.947,26.1625,-139.95,0,0,1,0,1,0,-583.841,-150.156,-139.95,-583.841,-150.156,-139.95,78,40
-726.947,26.1625,-114.95,0,0,1,0,1,0,-586.17,-122.257,-115.869,-586.259,-121.193,-114.95,78,40
-726.947,1140.44,600.215,0,0,1,0,1,0,-655.402,707.319,600.215,-655.402,707.319,600.215,78,42
-726.947,1140.44,625.215,0,0,1,0,1,0,-657.825,736.288,625.215,-657.825,736.288,625.215,78,42
-726.947,1140.44,650.215,0,0,1,0,1,0,-660.248,765.261,650.215,-660.248,765.261,650.215,78,42
-1115.18,3218.99,2835.05,0,0,1,0,1,0,-872.521,3297.15,2835.05,-872.521,3297.15,2835.05,78,44
-1115.18,3218.99,2860.05,0,0,1,0,1,0,-874.951,3326.1,2860.05,-874.951,3326.1,2860.05,78,44
-1115.18,3218.99,2885.05,0,0,1,0,1,0,-877.381,3355.05,2885.05,-877.381,3355.05,2885.05,78,44
-1115.18,4183.26,3600.21,0,0,1,0,1,0,-946.848,4183.22,3600.21,-946.848,4183.22,3600.21,78,44
-1115.18,4183.26,3625.21,0,0,1,0,1,0,-949.251,4212.07,3625.13,-949.26,4212.17,3625.21,78,44
-1115.18,4183.26,3650.21,0,0,1,0,1,0,-951.673,4241.13,3650.21,-951.673,4241.13,3650.21,78,44
-1503.4,7376.09,6600.21,0,0,1,0,1,0,-1237.01,7656.7,6600.21,-1237.01,7656.7,6600.21,78,53
-1503.4,7376.09,6625.21,0,0,1,0,1,0,-1239.43,7685.65,6625.21,-1239.43,7685.65,6625.21,78,53
-1503.4,7376.09,6650.21,0,0,1,0,1,0,-1241.84,7714.61,6650.21,-1241.84,7714.61,6650.21,78,53
726.947,-489.613,-164.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,618.727,-108.806,-164.95,618.727,-108.806,-164.95,79,20
726.947,-489.613,-139.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,621.304,-89.6852,-139.95,621.304,-89.6852,-139.95,79,20
726.947,-489.613,-114.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,623.884,-70.5654,-114.95,623.884,-70.5654,-114.95,79,20
726.947,474.662,600.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,697.883,476.624,600.215,697.883,476.624,600.215,79,20
726.947,474.662,625.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,700.421,495.37,624.716,700.473,495.751,625.215,79,20
726.947,474.662,650.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,703.062,514.879,650.215,703.062,514.879,650.215,79,20
1115.18,2553.21,2835.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,930.532,2187.41,2835.95,930.438,2186.71,2835.05,79,24
1115.18,2553.21,2860.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,933.041,2205.86,2860.05,933.041,2205.86,2860.05,79,24
1115.18,2553.21,2885.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,935.611,2224.76,2884.74,935.643,2225,2885.05,79,24
1115.18,2553.21,3600.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1010.03,2772.67,3600.21,1010.03,2772.67,3600.21,79,24
1115.18,2553.21,3625.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1012.68,2792.17,3625.67,1012.63,2791.82,3625.21,79,24
1115.18,2553.21,3650.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1015.23,2810.97,3650.21,1015.23,2810.97,3650.21,79,24
1503.4,4631.76,5835.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1242.96,4486.4,5835.05,1242.96,4486.4,5835.05,79,30
1503.4,4631.76,5860.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1245.57,4505.58,5860.05,1245.57,4505.58,5860.05,79,30
1503.4,4631.76,5885.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1248.19,4524.75,5885.05,1248.19,4524.75,5885.05,79,30
1503.4,4631.76,6600.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1322.8,5073.28,6600.21,1322.8,5073.28,6600.21,79,30
1503.4,4631.76,6625.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1325.4,5092.45,6625.21,1325.4,5092.45,6625.21,79,30
726.947,-11.2125,-164.95,0,0,1,2.22045e-16,1,0,510.083,-147.675,-164.95,510.083,-147.675,-164.95,80,88
726.947,-11.2125,-139.95,0,0,1,2.22045e-16,1,0,512.203,-122.426,-139.95,512.203,-122.426,-139.95,80,88
726.947,-11.2125,-114.95,0,0,1,2.22045e-16,1,0,514.294,-97.5036,-115.275,514.322,-97.1753,-114.95,80,88
726.947,953.062,600.215,0,0,1,2.22045e-16,1,0,574.999,624.964,600.215,574.999,624.964,600.215,80,88
726.947,953.062,625.215,0,0,1,2.22045e-16,1,0,577.121,650.223,625.215,577.121,650.223,625.215,80,88
726.947,953.062,650.215,0,0,1,2.22045e-16,1,0,579.242,675.481,650.215,579.242,675.481,650.215,80,88
1115.18,3031.61,2835.05,0,0,1,2.22045e-16,1,0,764.161,2881.54,2835.05,764.161,2881.54,2835.05,80,89
1115.18,3031.61,2860.05,0,0,1,2.22045e-16,1,0,766.273,2906.78,2860.05,766.273,2906.78,2860.05,80,89
1115.18,3031.61,2885.05,0,0,1,2.22045e-16,1,0,768.386,2932.03,2885.05,768.386,2932.03,2885.05,80,89
1503.4,6224.44,5835.05,0,0,1,2.22045e-16,1,0,1017.21,5910.77,5835.05,1017.21,5910.77,5835.05,80,100
1503.4,6224.44,5860.05,0,0,1,2.22045e-16,1,0,1019.32,5936,5860.05,1019.32,5936,5860.05,80,100
1503.4,6224.44,5885.05,0,0,1,2.22045e-16,1,0,1021.42,5961.24,5885.05,1021.42,5961.24,5885.05,80,100
1503.4,6224.44,6600.21,0,0,1,2.22045e-16,1,0,1081.4,6683.36,6600.21,1081.4,6683.36,6600.21,80,100
726.947,265.363,-164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1003.18,-75.3155,-164.95,1003.18,-75.3155,-164.95,81,116
726.947,265.363,-139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1007.34,-64.125,-139.95,1007.34,-64.125,-139.95,81,116
726.947,265.363,-114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1011.51,-52.9321,-114.95,1011.51,-52.9321,-114.95,81,116
726.947,265.363,600.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1130.61,267.225,600.215,1130.61,267.225,600.215,81,116
726.947,265.363,625.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1134.78,278.413,625.215,1134.78,278.413,625.215,81,116
726.947,265.363,650.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1138.83,289.299,649.543,1138.94,289.6,650.215,81,116
1115.18,1379.64,2835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1503.39,1266.12,2835.05,1503.39,1266.12,2835.05,81,117
1115.18,1379.64,2860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1507.56,1277.28,2860.05,1507.56,1277.28,2860.05,81,117
1115.18,1379.64,2885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1511.73,1288.45,2885.05,1511.73,1288.45,2885.05,81,117
1115.18,1379.64,3600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1630.75,1607.97,3600.21,1630.75,1607.97,3600.21,81,117
1115.18,1379.64,3625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1634.92,1619.14,3625.21,1634.92,1619.14,3625.21,81,117
1115.18,1379.64,3650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1639.09,1630.31,3650.21,1639.09,1630.31,3650.21,81,117
1503.4,2343.91,5835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2002.65,2605.47,5835.05,2002.65,2605.47,5835.05,81,124
1503.4,2343.91,5860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2006.66,2616.24,5859.2,2006.8,2616.62,5860.05,81,124
1503.4,2343.91,5885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2010.96,2627.76,5885.05,2010.96,2627.76,5885.05,81,124
-726.947,-706.887,-572.532,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-67.6882,-512.505,-572.532,-67.6882,-512.505,-572.532,82,9
-726.947,-706.887,-547.532,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-67.9539,-490.859,-548.422,-67.9636,-490.061,-547.532,82,9
-726.947,-706.887,-522.532,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-68.2358,-467.614,-522.532,-68.2358,-467.614,-522.532,82,9
-726.947,407.388,192.632,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-76.0205,174.645,192.632,-76.0205,174.645,192.632,82,3
-726.947,407.388,217.632,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-76.3023,197.097,217.632,-76.3023,197.097,217.632,82,3
-726.947,407.388,242.632,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-76.5843,219.553,242.632,-76.5843,219.553,242.632,82,3
-1115.18,2485.94,2427.47,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-100.897,2182.88,2427.47,-100.897,2182.88,2427.47,82,9
-1115.18,2485.94,2452.47,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-101.176,2205.33,2452.47,-101.176,2205.33,2452.47,82,9
-1115.18,2485.94,2477.47,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-101.456,2227.79,2477.47,-101.456,2227.79,2477.47,82,9
-1115.18,2485.94,3192.63,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-109.292,2869.52,3192.63,-109.292,2869.52,3192.63,82,9
-1115.18,2485.94,3217.63,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-109.566,2891.95,3217.63,-109.566,2891.95,3217.63,82,9
-1115.18,2485.94,3242.63,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-109.84,2914.37,3242.63,-109.84,2914.37,3242.63,82,9
-1503.4,4564.49,5427.47,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-134.011,4872.89,5427.47,-134.011,4872.89,5427.47,82,18
-1503.4,4564.49,5452.47,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-134.284,4895.31,5452.47,-134.284,4895.31,5452.47,82,18
-1503.4,4564.49,5477.47,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-134.555,4917.73,5477.47,-134.555,4917.73,5477.47,82,18
-1503.4,5528.76,6192.63,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-141.893,5558.63,6192.63,-141.893,5558.63,6192.63,82,18
-1503.4,5528.76,6217.63,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-142.149,5581.06,6217.63,-142.149,5581.06,6217.63,82,18
-1503.4,5528.76,6242.63,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-142.405,5603.48,6242.63,-142.405,5603.48,6242.63,82,18
-726.947,-549.412,-3164.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-479.529,-915.261,-3164.95,-479.529,-915.261,-3164.95,83,67
-726.947,-549.412,-3139.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-481.525,-907.981,-3139.95,-481.525,-907.981,-3139.95,83,67
-726.947,-549.412,-3114.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-483.471,-900.875,-3115.55,-483.52,-900.699,-3114.95,83,67
-726.947,-549.412,-2399.79,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-540.432,-692.558,-2401.02,-540.53,-692.199,-2399.79,83,67
-726.947,-549.412,-2374.79,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-542.536,-684.814,-2374.44,-542.508,-684.915,-2374.79,83,67
-726.947,-549.412,-2349.79,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-544.486,-677.632,-2349.79,-544.486,-677.632,-2349.79,83,67
-1115.18,414.862,-164.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-717.149,-40.8048,-164.95,-717.149,-40.8048,-164.95,83,66
-1115.18,414.862,-139.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-719.126,-33.5232,-139.95,-719.126,-33.5232,-139.95,83,66
-1115.18,414.862,-114.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-721.161,-26.025,-114.206,-721.102,-26.2415,-114.95,83,66
