StripPositionX,StripPositionY,StripPositionZ,StripDirectionX,StripDirectionY,StripDirectionZ,StripNormalX,StripNormalY,StripNormalZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,eventID,volumeID
-726.947,175.662,-572.532,0,0,1,6.12323e-17,1,0,-1076.89,61.1384,-571.826,-1076.71,60.2075,-572.532,0,132
-726.947,175.662,-547.532,0,0,1,6.12323e-17,1,0,-1082.73,92.6725,-548.172,-1082.92,93.4969,-547.532,0,132
-726.947,175.662,-522.532,0,0,1,6.12323e-17,1,0,-1091.92,126.307,-522.532,-1091.92,126.307,-522.532,0,132
726.947,-190.613,-164.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,328.475,-177.659,-164.747,328.464,-177.87,-164.95,2,167
726.947,-190.613,-139.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,329.82,-151.959,-139.95,329.82,-151.959,-139.95,2,167
726.947,-190.613,-114.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,331.175,-126.049,-114.95,331.175,-126.049,-114.95,2,167
726.947,773.662,600.215,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,370.099,614.977,600.215,370.099,614.977,600.215,2,167
726.947,773.662,625.215,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,371.455,640.879,625.215,371.455,640.879,625.215,2,167
726.947,773.662,650.215,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,372.81,666.781,650.215,372.81,666.781,650.215,2,167
1115.18,2852.21,2835.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,491.511,2929.21,2835.05,491.511,2929.21,2835.05,2,169
1115.18,2852.21,2860.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,492.869,2955.1,2860.05,492.869,2955.1,2860.05,2,169
1115.18,2852.21,2885.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,494.232,2980.99,2885.05,494.232,2980.99,2885.05,2,169
1115.18,3966.49,3600.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,533.256,3721.33,3600.21,533.256,3721.33,3600.21,2,171
1115.18,3966.49,3625.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,534.616,3747.2,3625.21,534.616,3747.2,3625.21,2,171
1115.18,3966.49,3650.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,535.977,3773.07,3650.21,535.977,3773.07,3650.21,2,171
1503.4,6045.04,5835.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,655.085,6034.44,5835.05,655.085,6034.44,5835.05,2,172
1503.4,6045.04,5860.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,656.429,6060.05,5859.8,656.443,6060.31,5860.05,2,172
1503.4,6045.04,5885.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,657.854,6087.23,5886.06,657.799,6086.19,5885.05,2,172
1503.4,7009.31,6600.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,696.752,6826.37,6600.21,696.752,6826.37,6600.21,2,172
1503.4,7009.31,6625.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,698.114,6852.24,6625.21,698.114,6852.24,6625.21,2,172
1503.4,7009.31,6650.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,699.475,6878.12,6650.21,699.475,6878.12,6650.21,2,172
-726.947,437.288,600.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1170.41,347.39,600.215,-1170.41,347.39,600.215,3,148
-726.947,437.288,625.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1174.74,362.102,625.215,-1174.74,362.102,625.215,3,148
-726.947,437.288,650.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1179.07,376.814,650.215,-1179.07,376.814,650.215,3,148
-1115.18,1401.56,2835.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1556.54,1662.29,2835.05,-1556.54,1662.29,2835.05,3,148
-1115.18,1401.56,2860.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1560.85,1677,2860.05,-1560.85,1677,2860.05,3,148
-1115.18,1401.56,2885.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1565.16,1691.72,2885.05,-1565.16,1691.72,2885.05,3,148
-1115.18,2515.84,3600.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1688.58,2112.42,3600.21,-1688.58,2112.42,3600.21,3,150
-1115.18,2515.84,3625.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1692.91,2127.12,3625.21,-1692.91,2127.12,3625.21,3,150
-1115.18,2515.84,3650.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1697.23,2141.82,3650.21,-1697.23,2141.82,3650.21,3,150
-1503.4,3480.11,5835.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2075.64,3426.11,5835.05,-2075.64,3426.11,5835.05,3,150
-1503.4,3480.11,5860.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2079.98,3440.81,5860.05,-2079.98,3440.81,5860.05,3,150
-1503.4,3480.11,5885.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2084.32,3455.51,5885.05,-2084.32,3455.51,5885.05,3,150
-1503.4,3480.11,6600.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2208.22,3875.9,6600.21,-2208.22,3875.9,6600.21,3,150
-1503.4,3480.11,6625.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2212.55,3890.61,6625.21,-2212.55,3890.61,6625.21,3,150
-1503.4,3480.11,6650.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2216.87,3905.31,6650.21,-2216.87,3905.31,6650.21,3,150
726.947,-399.912,-164.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,784.523,-58.6647,-164.95,784.523,-58.6647,-164.95,4,18
726.947,-399.912,-139.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,787.858,-48.4779,-139.393,787.785,-48.7,-139.95,4,18
726.947,-399.912,-114.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,791.048,-38.7347,-114.95,791.048,-38.7347,-114.95,4,18
726.947,564.362,600.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,884.232,246.69,600.215,884.232,246.69,600.215,4,18
726.947,564.362,625.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,887.492,256.671,625.215,887.492,256.671,625.215,4,18
726.947,564.362,650.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,890.755,266.651,650.215,890.755,266.651,650.215,4,18
1115.18,1678.64,3600.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1275.25,1444.02,3600.21,1275.25,1444.02,3600.21,4,22
1115.18,1678.64,3625.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1278.51,1453.99,3625.21,1278.51,1453.99,3625.21,4,22
1115.18,1678.64,3650.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1281.78,1463.96,3650.21,1281.78,1463.96,3650.21,4,22
1503.4,2642.91,5835.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1566.51,2334.57,5835.05,1566.51,2334.57,5835.05,4,31
1503.4,2642.91,5860.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1569.78,2344.53,5860.05,1569.78,2344.53,5860.05,4,31
1503.4,2642.91,5885.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1573.07,2354.59,5885.3,1573.04,2354.49,5885.05,4,31
1503.4,2642.91,6600.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1666.68,2639.51,6600.21,1666.68,2639.51,6600.21,4,31
1503.4,2642.91,6625.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1669.95,2649.46,6625.21,1669.95,2649.46,6625.21,4,31
1503.4,2642.91,6650.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,1673.32,2659.75,6651.05,1673.22,2659.41,6650.21,4,31
-726.947,-2231.79,-3164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-754.863,-1809.99,-3164.95,-754.863,-1809.99,-3164.95,6,116
-726.947,-2231.79,-3139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-758,-1795.71,-3139.95,-758,-1795.71,-3139.95,6,116
-726.947,-2231.79,-3114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-761.136,-1781.43,-3114.95,-761.136,-1781.43,-3114.95,6,116
-726.947,-1117.51,-2399.79,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-850.919,-1372.88,-2399.59,-850.894,-1372.99,-2399.79,6,118
-726.947,-1117.51,-2374.79,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-854.031,-1358.71,-2374.79,-854.031,-1358.71,-2374.79,6,118
-726.947,-1117.51,-2349.79,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-857.168,-1344.43,-2349.79,-857.168,-1344.43,-2349.79,6,118
-1115.18,-153.237,-164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1131.55,-96.5307,-164.95,-1131.55,-96.5307,-164.95,6,117
-1115.18,-153.237,-139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1134.69,-82.2524,-139.95,-1134.69,-82.2524,-139.95,6,117
-1115.18,-153.237,-114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1137.83,-67.973,-114.95,-1137.83,-67.973,-114.95,6,117
-1503.4,1925.31,2835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1507.17,1617.19,2835.05,-1507.17,1617.19,2835.05,6,126
-1503.4,1925.31,2860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1510.31,1631.48,2860.05,-1510.31,1631.48,2860.05,6,126
-1503.4,1925.31,2885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1513.44,1645.76,2885.05,-1513.44,1645.76,2885.05,6,126
-1503.4,1925.31,3600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1603.04,2054.5,3600.21,-1603.04,2054.5,3600.21,6,126
-1503.4,1925.31,3625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1606.17,2068.79,3625.21,-1606.17,2068.79,3625.21,6,126
-1503.4,1925.31,3650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1609.29,2083.08,3650.21,-1609.29,2083.08,3650.21,6,126
726.947,-489.613,-164.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1242.08,-175.12,-164.95,1242.08,-175.12,-164.95,7,167
726.947,-489.613,-139.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1247.25,-147.906,-139.95,1247.25,-147.906,-139.95,7,167
726.947,-489.613,-114.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1252.43,-120.696,-114.95,1252.43,-120.696,-114.95,7,167
726.947,474.662,600.215,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1400.57,656.609,599.229,1400.78,657.682,600.215,7,167
726.947,474.662,625.215,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1405.77,683.923,624.329,1405.96,684.887,625.215,7,167
726.947,474.662,650.215,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1411.14,712.093,650.215,1411.14,712.093,650.215,7,167
1115.18,3667.49,3600.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2023.35,3920,3600.21,2023.35,3920,3600.21,7,171
1115.18,3667.49,3625.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2028.54,3947.19,3625.21,2028.54,3947.19,3625.21,7,171
1115.18,3667.49,3650.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2033.92,3975.34,3651.1,2033.74,3974.38,3650.21,7,171
1503.4,6710.31,5835.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2488,6350.85,5834.7,2488.07,6351.23,5835.05,7,172
1503.4,6710.31,5860.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2493.28,6378.42,5860.05,2493.28,6378.42,5860.05,7,172
1503.4,6710.31,5885.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2498.49,6405.61,5885.05,2498.49,6405.61,5885.05,7,172
1503.4,6710.31,6600.21,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,2647.25,7181.67,6598.76,2647.56,7183.25,6600.21,7,172
-726.947,56.0625,-164.95,0,0,1,8.97074e-17,1,-4.43555e-17,-252.5,-192.148,-164.95,-252.5,-192.148,-164.95,8,151
-726.947,56.0625,-139.95,0,0,1,8.97074e-17,1,-4.43555e-17,-253.548,-163.209,-139.95,-253.548,-163.209,-139.95,8,151
-726.947,56.0625,-114.95,0,0,1,8.97074e-17,1,-4.43555e-17,-254.6,-134.266,-114.95,-254.6,-134.266,-114.95,8,151
-1115.18,3248.89,2835.05,0,0,1,8.97074e-17,1,-4.43555e-17,-379.485,3281.95,2835.05,-379.485,3281.95,2835.05,8,155
-1115.18,3248.89,2860.05,0,0,1,8.97074e-17,1,-4.43555e-17,-380.545,3311.02,2860.17,-380.54,3310.89,2860.05,8,155
-1115.18,3248.89,2885.05,0,0,1,8.97074e-17,1,-4.43555e-17,-381.593,3339.83,2885.05,-381.593,3339.83,2885.05,8,155
-1115.18,4213.16,3600.21,0,0,1,8.97074e-17,1,-4.43555e-17,-411.761,4167.82,3600.21,-411.761,4167.82,3600.21,8,155
-1115.18,4213.16,3625.21,0,0,1,8.97074e-17,1,-4.43555e-17,-412.821,4196.77,3625.21,-412.821,4196.77,3625.21,8,155
-1115.18,4213.16,3650.21,0,0,1,8.97074e-17,1,-4.43555e-17,-413.884,4225.72,3650.21,-413.884,4225.72,3650.21,8,155
-1503.4,6291.71,5835.05,0,0,1,8.97074e-17,1,-4.43555e-17,-506.522,6755.69,5835.04,-506.522,6755.71,5835.05,8,156
-1503.4,7405.99,6600.21,0,0,1,8.97074e-17,1,-4.43555e-17,-539.158,7642.26,6600.21,-539.158,7642.26,6600.21,8,159
-1503.4,7405.99,6625.21,0,0,1,8.97074e-17,1,-4.43555e-17,-540.235,7671.2,6625.21,-540.235,7671.2,6625.21,8,159
-1503.4,7405.99,6650.21,0,0,1,8.97074e-17,1,-4.43555e-17,-541.314,7700.15,6650.21,-541.314,7700.15,6650.21,8,159
-726.947,-332.638,-164.95,0,0,1,0,1,0,-1279,-91.4283,-164.95,-1279,-91.4283,-164.95,10,83
-726.947,-332.638,-139.95,0,0,1,0,1,0,-1284.32,-77.6868,-139.95,-1284.32,-77.6868,-139.95,10,83
-726.947,-332.638,-114.95,0,0,1,0,1,0,-1289.64,-63.9453,-114.95,-1289.64,-63.9453,-114.95,10,83
-1115.18,1745.91,2835.05,0,0,1,0,1,0,-1917.12,1555.51,2835.05,-1917.12,1555.51,2835.05,10,84
-1115.18,1745.91,2860.05,0,0,1,0,1,0,-1922.43,1569.24,2860.05,-1922.43,1569.24,2860.05,10,84
-1115.18,1745.91,2885.05,0,0,1,0,1,0,-1927.73,1582.97,2885.05,-1927.73,1582.97,2885.05,10,84
-1115.18,1745.91,3600.21,0,0,1,0,1,0,-2079.29,1976.12,3600.21,-2079.29,1976.12,3600.21,10,84
-1115.18,1745.91,3625.21,0,0,1,0,1,0,-2084.58,1989.86,3625.21,-2084.58,1989.86,3625.21,10,84
-1115.18,1745.91,3650.21,0,0,1,0,1,0,-2089.87,2003.59,3650.21,-2089.87,2003.59,3650.21,10,84
-1503.4,2860.19,5835.05,0,0,1,0,1,0,-2551.68,3203.72,5835.05,-2551.68,3203.72,5835.05,10,93
-1503.4,2860.19,5860.05,0,0,1,0,1,0,-2556.96,3217.45,5860.05,-2556.96,3217.45,5860.05,10,93
-1503.4,2860.19,5885.05,0,0,1,0,1,0,-2562.24,3231.18,5885.05,-2562.24,3231.18,5885.05,10,93
-1503.4,3824.46,6600.21,0,0,1,0,1,0,-2713.75,3624.18,6600.21,-2713.75,3624.18,6600.21,10,93
-1503.4,3824.46,6625.21,0,0,1,0,1,0,-2719.05,3637.91,6625.21,-2719.05,3637.91,6625.21,10,93
-1503.4,3824.46,6650.21,0,0,1,0,1,0,-2724.35,3651.63,6650.21,-2724.35,3651.63,6650.21,10,93
726.947,-3375.46,-3164.95,0,0,1,2.22045e-16,1,0,1424.17,-3328.2,-3164.95,1424.17,-3328.2,-3164.95,12,88
726.947,-3375.46,-3139.95,0,0,1,2.22045e-16,1,0,1430.1,-3301.88,-3139.95,1430.1,-3301.88,-3139.95,12,88
726.947,-3375.46,-3114.95,0,0,1,2.22045e-16,1,0,1436.04,-3275.56,-3114.95,1436.04,-3275.56,-3114.95,12,88
1115.18,-332.637,-164.95,0,0,1,2.22045e-16,1,0,2135.49,-169.04,-164.95,2135.49,-169.04,-164.95,12,89
1115.18,-332.637,-139.95,0,0,1,2.22045e-16,1,0,2141.4,-142.715,-139.95,2141.4,-142.715,-139.95,12,89
1115.18,-332.637,-114.95,0,0,1,2.22045e-16,1,0,2147.32,-116.393,-114.95,2147.32,-116.393,-114.95,12,89
1503.4,2860.19,2835.05,0,0,1,2.22045e-16,1,0,2844.3,2988.91,2835.05,2844.3,2988.91,2835.05,12,100
1503.4,2860.19,2860.05,0,0,1,2.22045e-16,1,0,2850.21,3015.23,2860.05,2850.21,3015.23,2860.05,12,100
1503.4,2860.19,2885.05,0,0,1,2.22045e-16,1,0,2856.12,3041.55,2885.05,2856.12,3041.55,2885.05,12,100
-726.947,-310.212,-164.95,0,0,1,1.83697e-16,1,0,-195.391,-131.468,-164.95,-195.391,-131.468,-164.95,13,181
-726.947,-310.212,-139.95,0,0,1,1.83697e-16,1,0,-196.197,-113.327,-139.95,-196.197,-113.327,-139.95,13,181
-726.947,-310.212,-114.95,0,0,1,1.83697e-16,1,0,-196.966,-96.0322,-116.117,-197.003,-95.1851,-114.95,13,181
-726.947,654.062,600.215,0,0,1,1.83697e-16,1,0,-219.802,423.54,600.215,-219.802,423.54,600.215,13,181
-726.947,654.062,625.215,0,0,1,1.83697e-16,1,0,-220.596,441.658,625.215,-220.596,441.658,625.215,13,181
-726.947,654.062,650.215,0,0,1,1.83697e-16,1,0,-221.389,459.776,650.215,-221.389,459.776,650.215,13,181
-1115.18,1768.34,2835.05,0,0,1,1.83697e-16,1,0,-290.04,2042.65,2835.05,-290.04,2042.65,2835.05,13,183
-1115.18,1768.34,2860.05,0,0,1,1.83697e-16,1,0,-290.818,2060.75,2860.05,-290.818,2060.75,2860.05,13,183
-1115.18,1768.34,2885.05,0,0,1,1.83697e-16,1,0,-291.592,2078.85,2885.05,-291.592,2078.85,2885.05,13,183
-1115.18,2732.61,3600.21,0,0,1,1.83697e-16,1,0,-313.67,2597.01,3600.21,-313.67,2597.01,3600.21,13,183
-1115.18,2732.61,3625.21,0,0,1,1.83697e-16,1,0,-314.425,2614.86,3624.84,-314.437,2615.13,3625.21,13,183
-1115.18,2732.61,3650.21,0,0,1,1.83697e-16,1,0,-315.204,2633.24,3650.21,-315.204,2633.24,3650.21,13,183
-1503.4,3846.89,5835.05,0,0,1,1.83697e-16,1,0,-382.818,4215.72,5835.05,-382.818,4215.72,5835.05,13,185
-1503.4,3846.89,5860.05,0,0,1,1.83697e-16,1,0,-383.592,4233.84,5860.05,-383.592,4233.84,5860.05,13,185
-1503.4,3846.89,5885.05,0,0,1,1.83697e-16,1,0,-384.364,4251.97,5885.05,-384.364,4251.97,5885.05,13,185
-1503.4,4811.16,6600.21,0,0,1,1.83697e-16,1,0,-406.269,4770.5,6600.21,-406.269,4770.5,6600.21,13,185
-1503.4,4811.16,6625.21,0,0,1,1.83697e-16,1,0,-407.038,4788.62,6625.21,-407.038,4788.62,6625.21,13,185
-1503.4,4811.16,6650.21,0,0,1,1.83697e-16,1,0,-407.778,4806,6649.2,-407.81,4806.74,6650.21,13,185
-726.947,115.862,-164.95,0,0,1,6.12323e-17,1,0,-765.645,-85.1333,-163.782,-765.496,-85.6664,-164.95,16,130
-726.947,115.862,-139.95,0,0,1,6.12323e-17,1,0,-768.681,-74.2508,-139.95,-768.681,-74.2508,-139.95,16,130
-726.947,115.862,-114.95,0,0,1,6.12323e-17,1,0,-771.864,-62.836,-114.95,-771.864,-62.836,-114.95,16,130
-726.947,115.862,600.215,0,0,1,6.12323e-17,1,0,-862.869,263.62,600.215,-862.869,263.62,600.215,16,130
-726.947,115.862,625.215,0,0,1,6.12323e-17,1,0,-866.05,275.03,625.215,-866.05,275.03,625.215,16,130
-726.947,115.862,650.215,0,0,1,6.12323e-17,1,0,-869.143,286.12,649.515,-869.232,286.44,650.215,16,130
-1115.18,1230.14,2835.05,0,0,1,6.12323e-17,1,0,-1147.48,1284.03,2835.05,-1147.48,1284.03,2835.05,16,132
-1115.18,1230.14,2860.05,0,0,1,6.12323e-17,1,0,-1150.65,1295.45,2860.05,-1150.65,1295.45,2860.05,16,132
-1115.18,1230.14,2885.05,0,0,1,6.12323e-17,1,0,-1153.83,1306.87,2885.05,-1153.83,1306.87,2885.05,16,132
-1115.18,1230.14,3600.21,0,0,1,6.12323e-17,1,0,-1244.4,1633.29,3599.51,-1244.49,1633.62,3600.21,16,132
-1115.18,1230.14,3625.21,0,0,1,6.12323e-17,1,0,-1247.66,1645.05,3625.21,-1247.66,1645.05,3625.21,16,132
-1115.18,1230.14,3650.21,0,0,1,6.12323e-17,1,0,-1250.94,1656.88,3651.09,-1250.83,1656.48,3650.21,16,132
-1503.4,2194.41,5835.05,0,0,1,6.12323e-17,1,0,-1528.45,2655.58,5835.05,-1528.45,2655.58,5835.05,16,139
-1503.4,2194.41,5860.05,0,0,1,6.12323e-17,1,0,-1531.45,2666.39,5858.68,-1531.63,2667.02,5860.05,16,139
726.947,-250.412,-164.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1063.2,-176.508,-164.95,1063.2,-176.508,-164.95,18,104
726.947,-250.412,-139.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1067.62,-150.543,-139.95,1067.62,-150.543,-139.95,18,104
726.947,-250.412,-114.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1072.03,-124.574,-114.95,1072.03,-124.574,-114.95,18,104
726.947,713.863,600.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1198.48,618.253,600.215,1198.48,618.253,600.215,18,104
726.947,713.863,625.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1202.9,644.22,625.215,1202.9,644.22,625.215,18,104
726.947,713.863,650.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1207.51,671.274,651.263,1207.32,670.186,650.215,18,104
1115.18,2792.41,2835.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1594.91,2940.91,2835.65,1594.8,2940.29,2835.05,18,105
1115.18,2792.41,2860.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1599.22,2966.25,2860.05,1599.22,2966.25,2860.05,18,105
1115.18,2792.41,2885.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1603.65,2992.22,2885.05,1603.65,2992.22,2885.05,18,105
1115.18,3906.69,3600.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1730.28,3735.07,3600.21,1730.28,3735.07,3600.21,18,107
1115.18,3906.69,3625.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1734.57,3760.24,3624.45,1734.71,3761.03,3625.21,18,107
1115.18,3906.69,3650.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1739.07,3786.61,3649.85,1739.14,3786.99,3650.21,18,107
1503.4,5985.24,5835.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2126.35,6056.74,5835.05,2126.35,6056.74,5835.05,18,115
1503.4,5985.24,5860.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2130.78,6082.71,5860.05,2130.78,6082.71,5860.05,18,115
1503.4,5985.24,5885.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2135.21,6108.69,5885.05,2135.21,6108.69,5885.05,18,115
1503.4,6949.51,6600.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2261.92,6851.38,6600.21,2261.92,6851.38,6600.21,18,115
1503.4,6949.51,6625.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2266.35,6877.33,6625.21,2266.35,6877.33,6625.21,18,115
1503.4,6949.51,6650.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2270.66,6902.57,6649.53,2270.78,6903.29,6650.21,18,115
-726.947,-2568.16,-6164.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-142.016,-2389.59,-6164.68,-142.009,-2389.69,-6164.95,19,134
-726.947,-2568.16,-6139.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-142.594,-2380.04,-6139.95,-142.594,-2380.04,-6139.95,19,134
-726.947,-2568.16,-6114.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-143.176,-2370.38,-6114.95,-143.176,-2370.38,-6114.95,19,134
-1115.18,-1603.89,-3164.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-212.783,-1230.62,-3164.95,-212.783,-1230.62,-3164.95,19,131
-1115.18,-1603.89,-3139.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-213.379,-1220.96,-3139.95,-213.379,-1220.96,-3139.95,19,131
-1115.18,-1603.89,-3114.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-213.976,-1211.31,-3114.95,-213.976,-1211.31,-3114.95,19,131
-1115.18,-489.613,-2399.79,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-231.239,-935.433,-2399.79,-231.239,-935.433,-2399.79,19,133
-1115.18,-489.613,-2374.79,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-231.849,-925.789,-2374.79,-231.849,-925.789,-2374.79,19,133
-1115.18,-489.613,-2349.79,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-232.459,-916.142,-2349.79,-232.459,-916.142,-2349.79,19,133
-1503.4,-489.613,-164.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-285.654,-72.6759,-164.95,-285.654,-72.6759,-164.95,19,7
-1503.4,-489.613,-139.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-286.266,-63.0224,-139.95,-286.266,-63.0224,-139.95,19,7
