SurfacePositionX,SurfacePositionY,SurfacePositionZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,HitDirectionX,HitDirectionY,HitDirectionZ,eventID,volumeID
4.54747e-13,2063.6,3433.48,1562,2058.59,3436.46,1562,2058.59,3436.46,0.107008,0.50826,0.85453,26,110
1.36424e-12,2078.55,3459.37,1565.22,2073.87,3462.15,1565.22,2073.87,3462.15,0.107007,0.50825,0.854536,26,110
4.54747e-13,2093.5,3485.26,1568.44,2089.15,3487.85,1568.44,2089.15,3487.85,0.10698,0.508232,0.85455,26,110
0,0,0,-829.397,-7.77253,1.54022,-829.397,-7.77254,1.54021,-0.0881534,0.193625,0.977107,29,161
-4.54747e-13,-14.95,25.8942,-831.388,-3.40007,23.6054,-831.388,-3.40006,23.6055,-0.0881562,0.19362,0.977108,29,161
4.54747e-13,0,51.7883,-833.385,0.987224,45.7439,-833.893,2.10263,51.3716,-0.0881443,0.19366,0.977101,29,161
0,14.95,77.6825,-836.397,7.60587,79.138,-836.397,7.60587,79.138,-0.088129,0.193652,0.977104,29,161
9.09495e-13,59.8,407.582,-865.803,72.2086,405.124,-865.803,72.2086,405.124,-0.0881464,0.193622,0.977108,29,161
0,74.75,433.477,-868.088,77.229,430.457,-868.308,77.7111,432.89,-0.0881549,0.193647,0.977103,29,161
9.09495e-13,89.7,459.371,-870.565,82.6689,457.905,-870.813,83.2141,460.656,-0.0881649,0.193654,0.9771,29,161
0,74.75,485.265,-873.071,88.1728,485.675,-872.804,87.5872,482.721,-0.0881962,0.193664,0.977096,29,161
0,598,3000,-1100.85,588.044,3002.61,-1100.79,587.924,3002.01,-0.0887274,0.19467,0.976847,29,162
-9.09495e-13,583.05,3025.89,-1102.8,592.316,3024.05,-1102.8,592.316,3024.05,-0.0887153,0.194639,0.976855,29,162
0,598,3051.79,-1104.93,596.998,3047.55,-1105.32,597.849,3051.82,-0.0887296,0.194628,0.976856,29,162
-9.09495e-13,612.95,3077.68,-1107.84,603.382,3079.59,-1107.84,603.382,3079.59,-0.0887378,0.194638,0.976853,29,162
0,657.8,3407.58,-1137.45,668.311,3405.49,-1137.45,668.311,3405.49,-0.0887207,0.194598,0.976862,29,162
0,672.75,3433.48,-1140.22,674.387,3435.99,-1139.97,673.844,3433.26,-0.0887135,0.194608,0.976861,29,162
0,687.7,3459.37,-1142.49,679.376,3461.03,-1142.49,679.376,3461.03,-0.0887,0.194643,0.976855,29,162
-9.09495e-13,672.75,3485.26,-1144.57,683.929,3483.87,-1144.49,683.768,3483.07,-0.0886728,0.194659,0.976855,29,162
0,0,0,-968.575,0.20627,9.57845,-968.612,-2.01085,9.08787,0.0162118,0.976256,0.216014,30,78
0,0,0,1439.28,-5.73639,2.97782,1439.28,-5.73638,2.97784,0.202242,0.451213,0.869198,31,130
-2.01948e-28,14.95,25.8942,1445.99,9.25325,31.8533,1445.44,8.02574,29.4886,0.202246,0.451213,0.869197,31,130
1.27274e-13,1540.35,3000,2136.8,1550.21,3000.41,2135.78,1547.95,2996.05,0.202447,0.451308,0.869101,31,132
1.27274e-13,1555.3,3025.89,2141.96,1561.72,3022.56,2141.96,1561.72,3022.56,0.202435,0.451308,0.869104,31,132
1.27274e-13,1570.25,3051.79,2148.13,1575.48,3049.07,2148.13,1575.48,3049.07,0.20242,0.451318,0.869102,31,132
1.27274e-13,1585.2,3077.68,2153.41,1587.25,3071.74,2154.31,1589.25,3075.58,0.202437,0.451289,0.869113,31,132
2.54549e-13,3110.6,6000,2836.88,3110.93,6006.2,2835.72,3108.32,6001.18,0.202397,0.451118,0.869211,31,140
2.54549e-13,3125.55,6025.89,2841.89,3122.08,6027.69,2841.89,3122.08,6027.69,0.202421,0.451102,0.869214,31,140
2.54549e-13,3140.5,6051.79,2848.06,3135.84,6054.21,2848.06,3135.84,6054.21,0.202407,0.451107,0.869215,31,140
2.54549e-13,3155.45,6077.68,2853.87,3148.77,6079.13,2854.24,3149.6,6080.72,0.202432,0.451092,0.869216,31,140
2.54549e-13,3319.9,6407.58,2931.78,3322.4,6413.69,2930.42,3319.37,6407.86,0.202404,0.451112,0.869213,31,140
2.54549e-13,3334.85,6433.48,2936.59,3333.13,6434.37,2936.59,3333.13,6434.37,0.202389,0.451087,0.869229,31,140
2.54549e-13,3349.8,6459.37,2942.77,3346.89,6460.88,2942.77,3346.89,6460.88,0.202385,0.451083,0.869232,31,140
2.54549e-13,3364.75,6485.26,2948.94,3360.65,6487.39,2948.94,3360.65,6487.39,0.202386,0.451077,0.869235,31,140
0,0,0,967.591,4.73968,-8.644,967.963,6.9562,-6.12785,0.11027,0.656985,0.745796,32,119
0,29.9,0,970.264,20.6698,9.43959,970.155,20.0208,8.70282,0.110273,0.656986,0.745794,32,119
-4.54747e-13,44.85,25.8942,973.096,37.5405,28.591,973.408,39.3967,30.698,0.110276,0.65698,0.7458,32,119
0,59.8,51.7883,976.66,58.7728,52.6932,976.66,58.7728,52.6932,0.110268,0.656998,0.745785,32,119
-4.54747e-13,74.75,77.6825,979.912,78.1493,74.6878,979.912,78.1493,74.6878,0.110267,0.657005,0.745779,32,119
0,2287.85,2592.42,1351.82,2290.6,2587.39,1352.03,2291.9,2588.86,0.110331,0.656666,0.746067,32,120
-4.54747e-13,2302.8,2618.31,1355.29,2311.26,2610.86,1355.29,2311.26,2610.86,0.11032,0.656655,0.746079,32,120
-4.54747e-13,2332.7,2618.31,1357.64,2325.28,2626.79,1357.48,2324.32,2625.69,0.110309,0.656683,0.746056,32,120
4.54747e-13,2347.65,2644.21,1360.67,2343.32,2647.28,1360.73,2343.68,2647.7,0.110304,0.656678,0.746061,32,120
0,2362.6,2670.1,1364.48,2365.99,2673.03,1363.99,2363.05,2669.7,0.110313,0.656685,0.746053,32,120
1.36424e-12,2646.65,3000,1411.97,2648.74,2994.26,1412.3,2650.67,2996.46,0.1103,0.656688,0.746053,32,120
4.54747e-13,2661.6,3025.89,1415.96,2672.5,3021.26,1415.55,2670.04,3018.46,0.11031,0.656699,0.746042,32,120
4.54747e-13,2691.5,3025.89,1417.65,2682.56,3032.69,1417.74,2683.1,3033.29,0.110302,0.6567,0.746042,32,120
1.36424e-12,2706.45,3051.79,1421,2702.46,3055.3,1421,2702.46,3055.3,0.110316,0.656705,0.746036,32,120
4.54747e-13,2721.4,3077.68,1424.56,2723.7,3079.42,1424.25,2721.83,3077.3,0.110317,0.656699,0.74604,32,120
4.54747e-13,4934.5,5592.42,1795.85,4933.83,5590.43,1796.06,4935.1,5591.89,0.110321,0.656677,0.74606,32,129
-4.54747e-13,4949.45,5618.31,1799.36,4954.77,5614.23,1799.31,4954.47,5613.89,0.110285,0.656647,0.746091,32,129
4.54747e-13,4964.4,5644.21,1802.57,4973.84,5635.9,1802.57,4973.84,5635.9,0.110246,0.656659,0.746086,32,129
4.54747e-13,4994.3,5644.21,1805.11,4989.01,5653.14,1804.76,4986.89,5650.73,0.110234,0.656648,0.746098,32,129
-4.54747e-13,5009.25,5670.1,1808.01,5006.26,5672.73,1808.01,5006.26,5672.73,0.110222,0.656648,0.746099,32,129
4.54747e-13,5293.3,6000,1856.28,5293.86,5999.51,1856.28,5293.86,5999.51,0.110212,0.656634,0.746113,32,129
4.54747e-13,5308.25,6025.89,1859.53,5313.23,6021.52,1859.53,5313.23,6021.52,0.110203,0.656619,0.746128,32,129
4.54747e-13,5323.2,6051.79,1862.72,5332.28,6043.17,1862.78,5332.59,6043.52,0.110185,0.656616,0.746133,32,129
4.54747e-13,5353.1,6051.79,1864.97,5345.64,6058.35,1864.97,5345.64,6058.35,0.110205,0.656621,0.746125,32,129
-4.54747e-13,5368.05,6077.68,1868.22,5365.01,6080.36,1868.22,5365.01,6080.36,0.110206,0.656618,0.746129,32,129
7.34788e-13,-986.7,-3000,1388.21,-988.105,-3004.45,1389.21,-986.654,-3000.01,0.208747,0.303815,0.929581,33,179
7.28446e-13,-971.75,-2974.11,1396.5,-976.049,-2967.57,1395.46,-977.565,-2972.21,0.20872,0.303819,0.929586,33,179
7.22104e-13,-956.8,-2948.21,1401.7,-968.475,-2944.4,1401.7,-968.475,-2944.4,0.208719,0.303867,0.929571,33,179
7.15761e-13,-971.75,-2922.32,1405.96,-962.271,-2925.42,1405.96,-962.271,-2925.42,0.208739,0.303873,0.929564,33,179
0,0,0,2063.23,-5.45899,1.7806,2063.23,-5.45899,1.78062,0.208267,0.303302,0.929857,33,178
-6.34224e-15,14.95,25.8942,2069.46,3.61264,29.5923,2069.46,3.61264,29.5923,0.208248,0.30331,0.929858,33,178
-1.26845e-14,0,51.7883,2074.8,11.3855,53.4205,2073.72,9.80923,48.5884,0.208298,0.303328,0.929841,33,178
-1.90267e-14,14.95,77.6825,2079.95,18.881,76.4003,2079.95,18.881,76.4003,0.208273,0.303287,0.92986,33,178
-9.98289e-14,119.6,407.582,2154.06,126.805,407.289,2153.64,126.198,405.43,0.208276,0.303266,0.929866,33,178
-1.06171e-13,134.55,433.477,2159.87,135.269,433.242,2159.87,135.269,433.242,0.208271,0.303246,0.929873,33,178
-1.12513e-13,149.5,459.371,2164.97,142.698,456.025,2166.1,144.339,461.054,0.208308,0.303261,0.929861,33,178
-1.18856e-13,164.45,485.265,2172.33,153.409,488.866,2172.33,153.409,488.866,0.208287,0.303268,0.929863,33,178
-3.52965e-13,972.25,3000,2734.17,972.155,3000.03,2734.17,972.155,3000.03,0.20787,0.302995,0.930045,33,181
-3.59307e-13,987.2,3025.89,2740.38,981.216,3027.84,2740.38,981.216,3027.84,0.207879,0.303007,0.930039,33,181
-3.65649e-13,1002.15,3051.79,2746.6,990.278,3055.66,2746.6,990.278,3055.66,0.207864,0.303013,0.930041,33,181
-3.71991e-13,987.2,3077.68,2750.85,996.469,3074.66,2750.85,996.469,3074.66,0.20779,0.302885,0.930099,33,181
-4.52794e-13,1091.85,3407.58,2824.36,1103.63,3403.75,2824.36,1103.63,3403.75,0.207762,0.302887,0.930105,33,181
-4.59136e-13,1106.8,3433.48,2830.58,1112.69,3431.56,2830.58,1112.69,3431.56,0.207748,0.302923,0.930096,33,181
-4.65478e-13,1121.75,3459.37,2838.11,1123.68,3465.31,2836.79,1121.75,3459.37,0.207737,0.302879,0.930113,33,181
-4.7182e-13,1136.7,3485.26,2842.85,1130.58,3486.52,2843,1130.8,3487.19,0.207739,0.302862,0.930118,33,181
0,0,0,2608.57,-11.6837,1.65366,2608.57,-11.6837,1.65367,0.207441,0.137091,0.968594,34,89
4.08654e-15,-14.95,25.8942,2613.56,-8.3844,24.9649,2613.56,-8.3844,24.9649,0.20746,0.137088,0.96859,34,89
6.34224e-15,0,51.7883,2619.45,-4.49788,52.4249,2619.45,-4.49788,52.4249,0.207463,0.137089,0.96859,34,89
1.04288e-14,-14.95,77.6825,2624.13,-1.4038,74.287,2624.44,-1.19867,75.7367,0.207476,0.137057,0.968591,34,89
4.62528e-14,59.8,407.582,2695.86,45.9829,409.158,2695.94,46.0357,409.531,0.207488,0.137089,0.968584,34,89
5.03393e-14,44.85,433.477,2700.93,49.3356,432.842,2700.93,49.3356,432.842,0.207457,0.137122,0.968586,34,89
5.2595e-14,59.8,459.371,2707.76,53.8515,464.743,2706.81,53.2229,460.302,0.207466,0.137107,0.968586,34,89
5.66815e-14,44.85,485.265,2711.06,56.0278,480.117,2711.81,56.5227,483.613,0.207478,0.137117,0.968582,34,89
0,-2347.65,-3000,673.218,-2337.31,-3008.03,673.218,-2337.31,-3008.03,0.0860161,0.61104,0.786912,35,9
0,-2317.75,-3000,674.439,-2328.63,-2996.86,674.801,-2326.06,-2993.55,0.0860206,0.611065,0.786893,35,9
0,-2302.8,-2974.11,677.678,-2305.63,-2967.23,677.359,-2307.89,-2970.15,0.0860462,0.611069,0.786887,35,9
0,-2287.85,-2948.21,679.918,-2289.72,-2946.76,679.918,-2289.72,-2946.76,0.0860632,0.611086,0.786872,35,9
0,-2272.9,-2922.32,682.476,-2271.56,-2923.36,682.476,-2271.56,-2923.36,0.0860534,0.611104,0.786859,35,9
0,-2018.75,-2592.42,718.442,-2016.12,-2594.46,718.442,-2016.12,-2594.46,0.0860573,0.611121,0.786845,35,9
-4.54747e-13,-2003.8,-2566.52,721.063,-1997.51,-2570.5,721.001,-1997.95,-2571.07,0.0860612,0.611103,0.786858,35,9
0,-1988.85,-2540.63,723.634,-1979.25,-2546.99,723.56,-1979.78,-2547.67,0.0860599,0.611114,0.78685,35,9
0,-1958.95,-2540.63,725.144,-1968.53,-2533.19,725.144,-1968.53,-2533.19,0.0860685,0.611097,0.786862,35,9
0,-1944,-2514.74,727.315,-1953.12,-2513.34,727.703,-1950.36,-2509.79,0.0860747,0.611095,0.786863,35,9
0,0,0,1001.19,-3.27581,-2.93257,1001.57,-0.622063,0.483276,0.0860479,0.61123,0.786762,35,5
-4.54747e-13,14.95,25.8942,1004.13,17.5501,23.8741,1004.13,17.5501,23.8741,0.0860457,0.611231,0.786761,35,5
4.54747e-13,29.9,51.7883,1006.68,35.7224,47.2647,1006.68,35.7224,47.2647,0.086049,0.611245,0.786749,35,5
0,44.85,77.6825,1009.24,53.8951,70.6552,1009.24,53.8951,70.6552,0.0860578,0.611243,0.78675,35,5
0,74.75,77.6825,1010.83,65.1497,85.1413,1010.83,65.1497,85.1413,0.0860501,0.611249,0.786747,35,5
1.36424e-12,299,407.582,1045.21,309.389,399.511,1045.21,309.389,399.511,0.0860577,0.611244,0.78675,35,5
1.36424e-12,328.9,407.582,1046.8,320.644,413.997,1046.8,320.644,413.997,0.0860766,0.61125,0.786743,35,5
4.54747e-13,343.85,433.477,1048.87,335.336,432.907,1049.36,338.817,437.387,0.0860913,0.611255,0.786737,35,5
1.36424e-12,358.8,459.371,1051.92,356.99,460.777,1051.92,356.99,460.777,0.0860925,0.611245,0.786745,35,5
4.54747e-13,373.75,485.265,1054.47,375.162,484.168,1054.47,375.162,484.168,0.0860865,0.611243,0.786747,35,5
1.36424e-12,2317.75,3000,1328.12,2325,2994.37,1328.12,2325,2994.37,0.0857562,0.611121,0.786878,35,14
1.36424e-12,2347.65,3000,1329.7,2336.25,3008.85,1329.7,2336.25,3008.85,0.0857703,0.611128,0.786871,35,14
4.54747e-13,2332.7,3025.89,1330.67,2343.17,3017.76,1330.67,2343.17,3017.76,0.0857701,0.611145,0.786858,35,14
4.54747e-13,2362.6,3025.89,1331.97,2352.43,3029.68,1332.25,2354.42,3032.25,0.0857592,0.611168,0.786841,35,14
1.36424e-12,2377.55,3051.79,1334.39,2369.68,3051.89,1334.8,2372.59,3055.64,0.0857128,0.611163,0.78685,35,14
4.54747e-13,2392.5,3077.68,1337.35,2390.76,3079.03,1337.35,2390.76,3079.03,0.0857166,0.611151,0.786859,35,14
1.36424e-12,2646.65,3407.58,1373.16,2646.22,3407.92,1373.16,2646.22,3407.92,0.0856937,0.61115,0.786862,35,14
4.54747e-13,-2063.6,-3433.48,-0.0418495,-2070.72,-3429.17,-0.0418495,-2070.72,-3429.17,-4.28113e-05,0.51757,0.855641,36,9
9.09495e-13,-2048.65,-3407.58,-0.0433899,-2055.25,-3403.59,-0.0433899,-2055.25,-3403.59,-5.51534e-05,0.517563,0.855645,36,9
9.09495e-13,-2033.7,-3381.69,-0.0448722,-2039.78,-3378.01,-0.0448722,-2039.78,-3378.01,-4.9585e-05,0.517558,0.855648,36,9
9.09495e-13,-2018.75,-3355.79,-0.0460381,-2024.31,-3352.43,-0.0460381,-2024.31,-3352.43,-2.73291e-05,0.517482,0.855694,36,9
4.54747e-13,-1824.4,-3025.89,-0.0501317,-1824.54,-3022.11,-0.0501011,-1826.18,-3024.82,-9.66064e-06,0.517501,0.855682,36,9
4.54747e-13,-1809.45,-3000,-0.0500355,-1809.87,-2997.84,-0.0500609,-1810.71,-2999.24,1.56261e-05,0.517503,0.855681,36,9
9.09495e-13,-1794.5,-2974.11,-0.0493991,-1794.06,-2971.71,-0.049464,-1795.24,-2973.66,2.85538e-05,0.517519,0.855671,36,9
4.54747e-13,-1779.55,-2948.21,-0.048632,-1779.77,-2948.08,-0.048632,-1779.77,-2948.08,2.60034e-05,0.517541,0.855658,36,9
4.54747e-13,-269.6,-433.477,-0.0572978,-261.645,-437.701,-0.0573006,-261.905,-438.131,5.54654e-06,0.517516,0.855674,36,11
0,-254.65,-407.582,-0.0571923,-246.473,-412.616,-0.0571922,-246.434,-412.552,2.06978e-06,0.517515,0.855674,36,11
9.09495e-13,-239.7,-381.688,-0.0570011,-230.963,-386.973,-0.0570011,-230.963,-386.973,1.69157e-05,0.517545,0.855656,36,11
4.54747e-13,-224.75,-355.794,-0.0562234,-215.492,-361.394,-0.0562234,-215.492,-361.394,3.62037e-05,0.51753,0.855665,36,11
0,0,0,-0.0255063,4.83928,2.92888,-0.0258794,2.24644,-1.35855,7.4459e-05,0.517484,0.855693,36,5
9.09495e-13,14.95,25.8942,-0.0239021,15.5593,20.6551,-0.02357,17.7161,24.2214,7.9684e-05,0.517487,0.855691,36,5
0,29.9,51.7883,-0.0211098,33.1857,49.8012,-0.0211098,33.1857,49.8012,8.34713e-05,0.517487,0.855691,36,5
1.81899e-12,1539.85,2566.52,0.297674,1551.16,2559.68,0.297674,1551.16,2559.68,0.000122104,0.517521,0.855671,36,10
1.81899e-12,1569.75,2566.52,0.299849,1560.54,2575.2,0.299538,1559.17,2572.92,0.000117067,0.517518,0.855673,36,10
9.09495e-13,1554.8,2592.42,0.301194,1566.32,2584.75,0.301267,1566.63,2585.26,0.000122292,0.517536,0.855661,36,10
9.09495e-13,1584.7,2592.42,0.302643,1572.93,2595.67,0.302984,1574.64,2598.5,0.000103074,0.517545,0.855656,36,10
1.81899e-12,1569.75,2618.31,0.304583,1582.1,2610.84,0.304583,1582.1,2610.84,0.000144785,0.517514,0.855674,36,10
1.81899e-12,1599.65,2618.31,0.306599,1590.11,2624.08,0.306599,1590.11,2624.08,0.000123406,0.517512,0.855676,36,10
9.09495e-13,1614.6,2644.21,0.309354,1603.66,2646.49,0.309639,1605.58,2649.66,7.69969e-05,0.517528,0.855666,36,10
1.81899e-12,1808.95,2974.11,0.337843,1803.73,2977.26,0.337843,1803.73,2977.26,5.66128e-05,0.517547,0.855655,36,10
9.09495e-13,1823.9,3000,0.339679,1818.53,3001.73,0.339771,1819.2,3002.84,7.07331e-05,0.517541,0.855659,36,10
1.81899e-12,1838.85,3025.89,0.341687,1834.67,3028.42,0.341687,1834.67,3028.42,5.50896e-05,0.517538,0.85566,36,10
9.09495e-13,1853.8,3051.79,0.343454,1850.15,3054,0.343454,1850.15,3054,6.1132e-05,0.517542,0.855658,36,10
0,0,0,-467.865,-12.1435,2.48746,-467.865,-12.1435,2.48745,-0.0500065,0.20042,0.978433,38,52
4.54747e-13,-14.95,25.8942,-468.985,-7.6557,24.4004,-468.985,-7.65569,24.4005,-0.050003,0.200362,0.978445,38,52
-4.54747e-13,0,51.7883,-470.767,-0.518195,59.261,-470.406,-1.96565,52.1907,-0.05001,0.200313,0.978455,38,52
0,14.95,77.6825,-471.684,3.15613,77.2072,-471.826,3.72405,79.981,-0.0500112,0.200336,0.97845,38,52
-1.36424e-12,59.8,407.582,-488.332,69.8369,402.863,-488.463,70.3604,405.42,-0.0500313,0.200332,0.97845,38,52
-4.54747e-13,74.75,433.477,-489.884,76.0503,433.21,-489.884,76.0503,433.21,-0.0500422,0.200333,0.978449,38,52
-1.36424e-12,89.7,459.371,-491.078,80.828,456.546,-491.305,81.7399,461,-0.0500359,0.200315,0.978453,38,52
-4.54747e-13,74.75,485.265,-492.426,86.2265,482.915,-492.426,86.2265,482.915,-0.050004,0.200325,0.978453,38,52
-4.54747e-13,598,3000,-621.747,603.394,3004.39,-621.477,602.312,2999.12,-0.0500437,0.200553,0.978404,38,57
4.54747e-13,612.95,3025.89,-622.898,608.009,3026.91,-622.898,608.009,3026.91,-0.0500382,0.200591,0.978396,38,57
4.54747e-13,627.9,3051.79,-624.32,613.707,3054.7,-624.32,613.707,3054.7,-0.0500647,0.20062,0.978389,38,57
1.36424e-12,612.95,3077.68,-625.441,618.198,3076.61,-625.441,618.198,3076.61,-0.0500865,0.200586,0.978395,38,57
-4.54747e-13,687.7,3407.58,-642.404,686.119,3407.91,-642.404,686.119,3407.91,-0.0501071,0.200569,0.978397,38,57
4.54747e-13,702.65,3433.48,-643.827,691.816,3435.7,-643.827,691.816,3435.7,-0.0501401,0.200571,0.978395,38,57
-4.54747e-13,687.7,3459.37,-644.842,695.875,3455.5,-644.95,696.307,3457.61,-0.0501472,0.200581,0.978393,38,57
4.54747e-13,702.65,3485.26,-646.374,702.005,3485.4,-646.374,702.005,3485.4,-0.0501382,0.200607,0.978388,38,57
0,0,0,351.078,10.0586,-5.71558,351.078,10.0586,-5.71556,0.0497805,0.493427,0.868362,39,4
0,29.9,0,351.814,17.3564,7.12755,351.814,17.3563,7.12747,0.0498487,0.493415,0.868364,39,4
0,14.95,25.8942,352.569,24.8298,20.2804,352.569,24.8298,20.2804,0.0498151,0.493409,0.86837,39,4
4.54747e-13,29.9,51.7883,353.857,37.5861,42.731,354.06,39.6006,46.2765,0.0498097,0.493402,0.868374,39,4
4.54747e-13,254.65,407.582,375.035,247.271,411.775,375.035,247.271,411.775,0.0498437,0.493403,0.868371,39,9
4.54747e-13,269.6,433.477,376.527,262.041,437.771,376.527,262.041,437.771,0.049844,0.493385,0.868382,39,9
9.09495e-13,284.55,459.371,378.02,276.811,463.768,378.02,276.811,463.768,0.0498564,0.493394,0.868376,39,9
9.09495e-13,299.5,485.265,379.512,291.582,489.764,379.512,291.582,489.764,0.0498744,0.493395,0.868374,39,9
0,1719.75,3000,522.814,1718.22,3001.85,522.772,1717.8,3001.11,0.0494178,0.493604,0.868282,39,11
-4.54747e-13,1734.7,3025.89,524.251,1732.58,3027.1,524.251,1732.58,3027.1,0.0494234,0.493616,0.868275,39,11
4.54747e-13,1749.65,3051.79,525.73,1747.35,3053.09,525.73,1747.35,3053.09,0.0494207,0.493618,0.868274,39,11
0,1764.6,3077.68,526.987,1759.88,3075.14,527.213,1762.13,3079.09,0.0496224,0.493662,0.868237,39,11
9.09495e-13,1958.95,3407.58,545.981,1948.82,3407.43,546.237,1951.36,3411.9,0.0496427,0.493675,0.868228,39,11
0,1973.9,3433.48,547.723,1966.14,3437.89,547.723,1966.14,3437.89,0.0496461,0.493673,0.868229,39,11
9.09495e-13,1988.85,3459.37,549.022,1979.06,3460.61,549.209,1980.92,3463.88,0.0496435,0.493662,0.868236,39,11
0,2003.8,3485.26,550.728,1996.02,3490.44,550.695,1995.7,3489.87,0.0496129,0.493695,0.868219,39,11
1.81899e-12,3409.6,6000,693.937,3418.24,5995.1,693.937,3418.24,5995.1,0.0496878,0.492932,0.868648,39,10
9.09495e-13,3424.55,6025.89,695.162,3430.39,6016.51,695.424,3433,6021.1,0.0496934,0.492935,0.868646,39,10
1.81899e-12,3439.5,6051.79,696.911,3447.75,6047.1,696.911,3447.75,6047.1,0.0496635,0.492935,0.868647,39,10
9.09495e-13,3454.45,6077.68,698.398,3462.51,6073.11,698.398,3462.51,6073.11,0.0496567,0.492909,0.868663,39,10
1.81899e-12,3648.8,6407.58,717.428,3651.45,6406.08,717.428,3651.45,6406.08,0.0496477,0.492903,0.868667,39,10
9.09495e-13,3663.75,6433.48,718.915,3666.2,6432.08,718.915,3666.2,6432.08,0.0496819,0.492911,0.86866,39,10
1.81899e-12,3678.7,6459.37,720.68,3683.72,6462.95,720.402,3680.96,6458.09,0.0497037,0.492909,0.86866,39,10
9.09495e-13,3693.65,6485.26,721.89,3695.72,6484.09,721.89,3695.72,6484.09,0.0496932,0.492915,0.868657,39,10
-4.54747e-13,-956.8,-3000,1185.58,-961.515,-2998.49,1185.58,-961.515,-2998.49,0.179507,0.300878,0.936616,40,68
0,-941.85,-2974.11,1190.91,-952.577,-2970.66,1190.91,-952.577,-2970.66,0.179512,0.300872,0.936617,40,68
-4.54747e-13,-956.8,-2948.21,1193.72,-947.867,-2956,1194.57,-946.435,-2951.54,0.179506,0.300865,0.936621,40,68
-4.54747e-13,-941.85,-2922.32,1199.91,-937.497,-2923.72,1199.91,-937.497,-2923.72,0.179503,0.300854,0.936625,40,68
-4.54747e-13,-837.2,-2592.42,1262.55,-832.496,-2596.84,1263.06,-831.647,-2594.2,0.179507,0.300889,0.936613,40,68
-4.54747e-13,-822.25,-2566.52,1268.39,-822.708,-2566.38,1268.39,-822.708,-2566.38,0.179532,0.300897,0.936605,40,68
-9.09495e-13,-807.3,-2540.63,1273.73,-813.769,-2538.55,1273.73,-813.769,-2538.55,0.17953,0.300892,0.936607,40,68
-4.54747e-13,-792.35,-2514.74,1279.06,-804.83,-2510.73,1279.06,-804.83,-2510.73,0.179548,0.30092,0.936595,40,68
0,0,0,1758.25,0.773893,-7.27362,1759.47,2.82148,-0.907493,0.179515,0.301215,0.936506,40,67
4.54747e-13,14.95,25.8942,1764.81,11.7709,26.9167,1764.81,11.7709,26.9167,0.179511,0.301226,0.936503,40,67
0,29.9,51.7883,1770.14,20.7202,54.7408,1770.14,20.7202,54.7408,0.179529,0.301204,0.936507,40,67
4.54747e-13,14.95,77.6825,1773.8,26.8661,73.8503,1773.8,26.8661,73.8503,0.179541,0.301177,0.936514,40,67
0,119.6,407.582,1836.97,132.818,403.332,1836.97,132.818,403.332,0.179547,0.301146,0.936522,40,67
0,149.5,407.582,1838.64,135.62,412.046,1838.64,135.62,412.046,0.179537,0.301142,0.936525,40,67
9.09495e-13,134.55,433.477,1842.97,142.884,434.636,1842.3,141.765,431.157,0.179504,0.301157,0.936527,40,67
0,149.5,459.371,1847.16,149.909,456.481,1847.63,150.713,458.981,0.1795,0.301178,0.936521,40,67
9.09495e-13,164.45,485.265,1852.97,159.661,486.805,1852.97,159.661,486.805,0.179469,0.301182,0.936526,40,67
-9.09495e-13,972.25,3000,2335.44,968.144,3003.5,2335.06,967.507,3001.52,0.179493,0.300832,0.936634,40,76
0,987.2,3025.89,2340.8,977.126,3031.47,2340.4,976.445,3029.35,0.179472,0.300862,0.936628,40,76
-9.09495e-13,972.25,3051.79,2344.06,982.586,3048.47,2344.06,982.586,3048.47,0.179465,0.300835,0.936638,40,76
0,987.2,3077.68,2349.13,991.094,3074.96,2349.39,991.523,3076.29,0.17949,0.300836,0.936633,40,76
-9.09495e-13,1091.85,3407.58,2412.53,1097.36,3405.81,2412.53,1097.36,3405.81,0.17948,0.300829,0.936637,40,76
0,1106.8,3433.48,2418.62,1107.56,3437.56,2417.87,1106.3,3433.64,0.179523,0.30082,0.936632,40,76
-9.09495e-13,1121.75,3459.37,2423.2,1115.24,3461.46,2423.2,1115.24,3461.46,0.179513,0.300836,0.936628,40,76
0,1136.7,3485.26,2428.24,1123.69,3487.79,2428.53,1124.17,3489.29,0.17952,0.300822,0.936632,40,76
4.54747e-13,328.9,-407.582,148.592,325.574,-408.963,148.595,325.571,-408.955,0.286421,-0.365288,0.885736,41,7
9.09495e-13,313.95,-381.688,154.959,316.655,-387.272,156.338,314.65,-381.447,0.218451,-0.317611,0.922715,41,7
0,299,-355.794,159.897,304.64,-353.434,159.893,304.823,-354.045,0.00684719,-0.287594,0.957728,41,7
4.54747e-13,284.05,-329.9,159.239,291.604,-326.063,159.198,290.871,-325.035,-0.032515,-0.580351,0.813717,41,7
0,0,0,105.243,5.10587,1.43172,105.189,3.75917,3.07699,-0.0254306,-0.633193,0.773576,41,7
0,-14.95,25.8942,106.257,-13.0539,27.9293,106.169,-12.6484,27.2317,0.108606,-0.499494,0.859483,41,7
0,-29.9,51.7883,108.661,-27.757,53.078,108.652,-27.709,52.9905,0.0933796,-0.478929,0.872873,41,7
