SurfacePositionX,SurfacePositionY,SurfacePositionZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,HitDirectionX,HitDirectionY,HitDirectionZ,eventID,volumeID
-2.01948e-28,209.3,-407.582,-1079.88,201.609,-405.191,-1079.94,201.54,-405.443,0.20168,0.260284,0.944234,0,132
-4.03897e-28,194.35,-381.688,-1076.26,207.431,-386.92,-1076.25,207.453,-386.863,0.113699,0.364942,0.924062,0,132
-2.01948e-28,224.25,-381.688,-1074.38,212.575,-375.832,-1074.39,212.555,-375.871,0.213089,0.435167,0.87477,0,132
0,209.3,-355.794,-1071.31,215.809,-355.732,-1071.32,215.808,-355.843,0.0537404,0.00748808,0.998527,0,132
0,224.25,-329.9,-1068.29,214.327,-331.212,-1068.3,214.335,-331.268,0.140587,-0.135289,0.980781,0,132
-2.01948e-28,29.9,0,-1021.61,20.5636,-6.40294,-1021.62,20.5866,-6.43626,0.301821,-0.542012,0.784301,0,132
0,0,0,-1016.95,11.1537,7.26652,-1017,11.2935,7.04223,0.204848,-0.517902,0.830551,0,132
-2.01948e-28,14.95,25.8942,-1008.56,4.34141,22.1881,-1008.02,4.13784,22.9308,0.575003,-0.216257,0.789053,0,132
0,0,51.7883,-998.248,-6.86559,43.9543,-997.797,-8.46283,46.5202,0.147615,-0.522686,0.839648,0,132
0,-14.95,77.6825,-992.099,-14.3493,72.9152,-990.971,-13.4169,77.3609,0.240942,0.199234,0.94987,0,132
0,0,0,1256.77,7.74672,-2.06261,1257.01,5.72718,-4.58516,-0.0733296,0.623296,0.77854,1,181
-6.34224e-15,14.95,25.8942,1253.77,24.4691,18.3025,1253.88,23.9235,17.7047,-0.131879,0.668215,0.732186,1,181
-6.34224e-15,44.85,25.8942,1251.53,36.7446,31.4772,1251.33,37.8934,32.6586,-0.117677,0.692293,0.711957,1,181
-1.26845e-14,59.8,51.7883,1247.16,57.1195,54.054,1247.16,57.1183,54.0525,-0.150835,0.637746,0.755334,1,181
-1.90267e-14,74.75,77.6825,1242.67,77.071,77.8677,1242.88,76.0348,76.6175,-0.130927,0.632668,0.763275,1,181
-9.98289e-14,328.9,407.582,1177.52,336.66,401.75,1177.53,336.624,401.703,-0.155879,0.598303,0.785961,1,181
-9.98289e-14,358.8,407.582,1174.98,346.004,414.491,1174.98,346.018,414.517,-0.0343254,0.476612,0.878443,1,181
-1.06171e-13,343.85,433.477,1177.25,353.588,427.945,1177.27,353.638,428.035,0.205625,0.4755,0.855347,1,181
-1.12513e-13,358.8,459.371,1180.67,367.693,454.21,1180.67,367.681,454.189,-0.0074972,0.503895,0.863732,1,181
-1.18856e-13,373.75,485.265,1181.29,382.423,480.407,1181.29,382.424,480.41,0.0238987,0.488258,0.872372,1,181
0,0,0,337.618,-3.34945,3.47037,337.618,-3.34943,3.47039,0.0377811,0.719021,0.69396,2,167
4.54747e-13,14.95,25.8942,338.705,17.3296,23.4286,338.705,17.3296,23.4286,0.0377977,0.719028,0.693952,2,167
0,29.9,51.7883,339.792,38.0087,43.3862,339.792,38.0087,43.3862,0.0378008,0.719045,0.693935,2,167
0,59.8,51.7883,340.606,53.49,58.3267,340.606,53.4899,58.3267,0.0377941,0.719046,0.693934,2,167
4.54747e-13,74.75,77.6825,341.748,75.2265,79.3041,341.693,74.1695,78.284,0.0377925,0.719047,0.693933,2,167
4.54747e-13,418.6,407.582,359.872,420.181,412.212,359.707,417.049,409.189,0.037775,0.719045,0.693936,2,167
4.54747e-13,433.55,433.477,360.827,438.361,429.757,360.794,437.729,429.147,0.0377835,0.719037,0.693944,2,167
4.54747e-13,448.5,459.371,361.916,459.088,449.761,361.88,458.408,449.105,0.0377542,0.719042,0.69394,2,167
4.54747e-13,478.4,459.371,362.586,471.853,462.08,362.693,473.889,464.045,0.0377283,0.71904,0.693944,2,167
4.54747e-13,493.35,485.265,363.778,494.568,484.003,363.778,494.568,484.003,0.0377348,0.719048,0.693935,2,167
4.54747e-13,3095.15,3000,500.379,3097.48,2997.59,500.379,3097.48,2997.59,0.0379197,0.718684,0.694302,2,169
4.54747e-13,3110.1,3025.89,501.469,3118.15,3017.56,501.469,3118.15,3017.56,0.0379254,0.718707,0.694278,2,169
4.54747e-13,3140,3025.89,502.285,3133.62,3032.5,502.285,3133.62,3032.5,0.0379086,0.718716,0.69427,2,169
0,3154.95,3051.79,503.376,3154.29,3052.47,503.376,3154.29,3052.47,0.0379052,0.71871,0.694276,2,169
4.54747e-13,3169.9,3077.68,504.283,3171.5,3069.1,504.466,3174.96,3072.44,0.0379003,0.718711,0.694275,2,169
4.54747e-13,3199.8,3077.68,505.282,3190.43,3087.38,505.282,3190.43,3087.38,0.0378941,0.718721,0.694265,2,169
-4.54747e-13,3529.2,3407.58,522.953,3525.68,3411.22,522.953,3525.68,3411.22,0.0378842,0.718729,0.694257,2,171
4.54747e-13,3544.15,3433.48,524.043,3546.36,3431.19,524.043,3546.36,3431.19,0.0378613,0.718717,0.694271,2,171
-4.54747e-13,3559.1,3459.37,525.103,3566.48,3450.63,525.132,3567.03,3451.16,0.0378571,0.718711,0.694278,2,171
-4.54747e-13,3589,3459.37,525.946,3582.5,3466.1,525.946,3582.5,3466.1,0.0378542,0.718707,0.694281,2,171
4.54747e-13,3603.95,3485.26,526.824,3599.16,3482.2,527.035,3603.17,3486.07,0.0378505,0.718702,0.694287,2,171
4.54747e-13,6205.75,6000,663.891,6202.07,5997.02,664.069,6205.46,6000.3,0.0378242,0.718631,0.694362,2,172
1.36424e-12,6220.7,6025.89,665.157,6226.13,6020.27,665.157,6226.13,6020.27,0.0378387,0.718631,0.694361,2,172
1.36424e-12,6250.6,6025.89,665.971,6241.6,6035.21,665.971,6241.6,6035.21,0.0378368,0.718634,0.694359,2,172
4.54747e-13,6265.55,6051.79,666.927,6259.76,6052.76,667.06,6262.27,6055.19,0.0378318,0.718643,0.694349,2,172
1.36424e-12,6280.5,6077.68,668.19,6283.73,6075.92,668.148,6282.94,6075.16,0.0378399,0.718647,0.694345,2,172
4.54747e-13,6624.35,6407.58,686.061,6623.21,6403.93,686.188,6625.63,6406.26,0.0378367,0.718643,0.694349,2,172
1.36424e-12,6639.3,6433.48,687.276,6646.3,6426.23,687.276,6646.3,6426.23,0.0378319,0.718647,0.694345,2,172
1.36424e-12,6669.2,6433.48,688.09,6661.76,6441.18,688.09,6661.76,6441.18,0.0378406,0.718648,0.694343,2,172
4.54747e-13,6684.15,6459.37,689.178,6682.43,6461.15,689.178,6682.43,6461.15,0.0378425,0.71865,0.694341,2,172
1.36424e-12,6699.1,6485.26,690.115,6700.21,6478.33,690.267,6703.1,6481.12,0.0378494,0.718651,0.694341,2,172
0,0,0,-1067.16,-4.24219,2.49576,-1067.16,-4.2422,2.49575,-0.147226,0.501546,0.852512,3,148
4.54747e-13,14.95,25.8942,-1071.61,10.9187,28.2658,-1071.61,10.9187,28.2658,-0.147237,0.501542,0.852512,3,148
0,29.9,51.7883,-1076.61,27.9492,57.2141,-1076.06,26.0795,54.0359,-0.147226,0.501538,0.852516,3,148
0,44.85,77.6825,-1080.51,41.24,79.8062,-1080.51,41.24,79.8062,-0.147233,0.501525,0.852522,3,148
-4.54747e-13,239.2,407.582,-1137.51,235.389,409.825,-1137.51,235.389,409.825,-0.147256,0.501536,0.852512,3,148
0,254.15,433.477,-1142.21,251.384,437.013,-1141.97,250.549,435.595,-0.147253,0.501526,0.852519,3,148
-4.54747e-13,269.1,459.371,-1145.43,262.337,455.632,-1146.42,265.71,461.365,-0.147261,0.501536,0.852511,3,148
-4.54747e-13,284.05,485.265,-1150.87,280.871,487.135,-1150.87,280.871,487.135,-0.147286,0.501527,0.852512,3,148
4.54747e-13,1764.1,3000,-1585.27,1760.26,3001.54,-1585.36,1760.57,3002.08,-0.147125,0.501569,0.852516,3,148
9.09495e-13,1779.05,3025.89,-1589.78,1775.63,3027.67,-1589.81,1775.73,3027.85,-0.147141,0.501554,0.852521,3,148
0,1794,3051.79,-1593.34,1787.76,3048.29,-1594.26,1790.89,3053.62,-0.147116,0.501577,0.852512,3,148
4.54747e-13,1808.95,3077.68,-1598.7,1806.05,3079.39,-1598.7,1806.05,3079.39,-0.147113,0.501511,0.852552,3,148
0,2033.7,3485.26,-1667.9,2041.95,3480.41,-1667.9,2041.95,3480.41,-0.147093,0.501506,0.852558,3,150
-9.09495e-13,3513.75,6000,-2103.31,3520,5994.75,-2103.51,3520.69,5995.92,-0.147588,0.501264,0.852615,3,150
0,3528.7,6025.89,-2107.98,3535.84,6021.7,-2107.98,3535.84,6021.7,-0.147595,0.501251,0.852622,3,150
0,3543.65,6051.79,-2112.68,3551.81,6048.86,-2112.44,3550.99,6047.47,-0.147673,0.501227,0.852622,3,150
0,3558.6,6077.68,-2116.9,3566.14,6073.25,-2116.9,3566.14,6073.25,-0.147775,0.501194,0.852623,3,150
0,3752.95,6407.58,-2174.11,3760.18,6403.34,-2174.11,3760.18,6403.34,-0.14776,0.501179,0.852635,3,150
9.09495e-13,3767.9,6433.48,-2178.57,3775.33,6429.11,-2178.57,3775.33,6429.11,-0.14772,0.501189,0.852636,3,150
0,3782.85,6459.37,-2183.04,3790.48,6454.89,-2183.04,3790.48,6454.89,-0.14771,0.501197,0.852633,3,150
9.09495e-13,3797.8,6485.26,-2186.79,3803.2,6476.53,-2187.5,3805.63,6480.66,-0.147729,0.501174,0.852643,3,150
0,0,0,805.709,6.15342,-2.45588,805.709,6.15341,-2.4559,0.120151,0.367994,0.922033,4,18
0,14.95,25.8942,809.462,17.6478,26.3446,809.29,17.1221,25.0273,0.120171,0.367984,0.922034,4,18
0,29.9,51.7883,813.583,30.2695,57.9703,812.872,28.0905,52.5105,0.120152,0.367981,0.922038,4,18
0,44.85,77.6825,816.453,39.059,79.9937,816.453,39.059,79.9937,0.120132,0.367986,0.922038,4,18
0,179.4,407.582,859.568,171.118,410.888,859.568,171.118,410.888,0.120147,0.367995,0.922033,4,18
0,164.45,433.477,861.808,177.978,428.077,861.808,177.978,428.077,0.12014,0.367998,0.922032,4,18
0,194.35,433.477,863.149,182.087,438.371,863.149,182.087,438.371,0.120132,0.368031,0.92202,4,18
0,179.4,459.371,865.388,188.948,455.56,865.388,188.948,455.56,0.120098,0.368025,0.922027,4,18
0,194.35,485.265,868.968,199.918,483.042,868.968,199.918,483.042,0.120102,0.368053,0.922015,4,18
-4.54747e-13,1211.45,3000,1198.02,1207.49,3007.62,1197.34,1205.41,3002.41,0.120161,0.367956,0.922047,4,22
-9.09495e-13,1226.4,3025.89,1200.92,1216.38,3029.89,1200.92,1216.38,3029.89,0.120159,0.367968,0.922042,4,22
0,1211.45,3051.79,1203.18,1223.28,3047.2,1203.16,1223.24,3047.08,0.120157,0.367993,0.922032,4,22
-4.54747e-13,1226.4,3077.68,1206.7,1234.06,3074.21,1206.74,1234.21,3074.57,0.120183,0.368025,0.922016,4,22
1.36424e-12,1360.95,3407.58,1249.98,1366.61,3406.28,1249.87,1366.28,3405.46,0.120183,0.368028,0.922015,4,22
4.54747e-13,1375.9,3433.48,1253.49,1377.37,3433.25,1253.45,1377.25,3432.94,0.120166,0.368022,0.92202,4,22
1.36424e-12,1390.85,3459.37,1257.64,1390.07,3465.05,1257.03,1388.22,3460.42,0.120146,0.368022,0.922022,4,22
4.54747e-13,1405.8,3485.26,1260.62,1399.19,3487.9,1260.62,1399.19,3487.9,0.120132,0.368019,0.922025,4,22
4.54747e-13,2407.45,6000,1587.91,2399.74,5998.6,1588.41,2401.28,6002.46,0.120769,0.36749,0.922153,4,31
-4.54747e-13,2422.4,6025.89,1592.01,2412.23,6029.95,1592.01,2412.23,6029.95,0.120766,0.367503,0.922148,4,31
4.54747e-13,2407.45,6051.79,1594.29,2419.17,6047.36,1594.27,2419.09,6047.15,0.120738,0.367505,0.922151,4,31
-4.54747e-13,2422.4,6077.68,1597.86,2430.05,6074.64,1597.86,2430.05,6074.64,0.120735,0.367516,0.922147,4,31
4.54747e-13,2556.95,6407.58,1641.2,2561.94,6405.59,1641.2,2561.94,6405.59,0.120742,0.367516,0.922146,4,31
-4.54747e-13,2571.9,6433.48,1644.76,2572.8,6432.82,1644.8,2572.9,6433.08,0.120717,0.367518,0.922148,4,31
4.54747e-13,2586.85,6459.37,1648.39,2583.85,6460.57,1648.39,2583.85,6460.57,0.120719,0.367502,0.922155,4,31
-4.54747e-13,2601.8,6485.26,1651.99,2594.81,6488.05,1651.99,2594.81,6488.05,0.120738,0.367493,0.922156,4,31
4.54747e-13,-1495,-2592.42,-826.073,-1485.95,-2597.58,-826.073,-1485.95,-2597.58,-0.108357,0.49299,0.863261,6,118
4.54747e-13,-1480.05,-2566.52,-829.581,-1469.99,-2569.63,-829.332,-1471.13,-2571.62,-0.108356,0.492986,0.863263,6,118
4.54747e-13,-1465.1,-2540.63,-832.591,-1456.3,-2545.66,-832.591,-1456.3,-2545.66,-0.108354,0.493004,0.863253,6,118
0,-1450.15,-2514.74,-835.85,-1441.47,-2519.69,-835.85,-1441.47,-2519.69,-0.108349,0.492996,0.863259,6,118
0,0,0,-1152.35,-1.75259,1.00107,-1152.35,-1.7526,1.00106,-0.108064,0.493077,0.863248,6,117
4.54747e-13,14.95,25.8942,-1156.13,15.4805,31.1715,-1155.6,13.0771,26.9639,-0.108089,0.493076,0.863245,6,117
-4.54747e-13,29.9,51.7883,-1158.85,27.9067,52.9269,-1158.85,27.9067,52.9268,-0.108088,0.493062,0.863253,6,117
0,44.85,77.6825,-1162.1,42.7356,78.8901,-1162.1,42.7356,78.8901,-0.108083,0.493039,0.863267,6,117
-1.36424e-12,239.2,407.582,-1203.73,232.617,411.342,-1203.73,232.617,411.342,-0.108083,0.493053,0.863259,6,117
-4.54747e-13,254.15,433.477,-1206.98,247.446,437.306,-1206.98,247.446,437.306,-0.10809,0.49305,0.86326,6,117
-1.36424e-12,269.1,459.371,-1210.23,262.275,463.269,-1210.23,262.275,463.269,-0.108099,0.493068,0.863249,6,117
-4.54747e-13,284.05,485.265,-1213.48,277.105,489.232,-1213.48,277.105,489.232,-0.1081,0.493074,0.863245,6,117
-4.54747e-13,1719.75,3000,-1528.29,1713.5,3003.57,-1528.29,1713.5,3003.57,-0.108135,0.493277,0.863125,6,126
4.54747e-13,1734.7,3025.89,-1530.99,1725.77,3025.05,-1531.55,1728.33,3029.53,-0.108142,0.493288,0.863118,6,126
-4.54747e-13,1749.65,3051.79,-1534.8,1743.17,3055.49,-1534.8,1743.17,3055.49,-0.108137,0.49331,0.863106,6,126
4.54747e-13,1764.6,3077.68,-1538.05,1758.01,3081.45,-1538.05,1758.01,3081.45,-0.108154,0.49331,0.863104,6,126
-4.54747e-13,1929.05,3407.58,-1578.08,1940.62,3400.97,-1578.08,1940.62,3400.97,-0.10811,0.493321,0.863103,6,126
-4.54747e-13,1958.95,3407.58,-1579.7,1947.99,3413.85,-1579.7,1947.99,3413.85,-0.108108,0.493296,0.863117,6,126
4.54747e-13,1944,3433.48,-1581.34,1955.46,3426.93,-1581.34,1955.46,3426.93,-0.10809,0.493324,0.863104,6,126
4.54747e-13,1973.9,3433.48,-1583.22,1964.07,3441.99,-1582.95,1962.82,3439.81,-0.108031,0.493329,0.863108,6,126
-4.54747e-13,1958.95,3459.37,-1584.58,1970.3,3452.88,-1584.58,1970.3,3452.88,-0.108051,0.493318,0.863112,6,126
-4.54747e-13,1988.85,3459.37,-1586.2,1977.66,3465.77,-1586.2,1977.66,3465.77,-0.108072,0.493318,0.863109,6,126
4.54747e-13,1973.9,3485.26,-1587.84,1985.14,3478.84,-1587.84,1985.14,3478.84,-0.108102,0.493319,0.863105,6,126
4.54747e-13,2003.8,3485.26,-1589.45,1992.5,3491.72,-1589.45,1992.5,3491.72,-0.108102,0.493301,0.863115,6,126
0,0,0,1275.82,2.02843,-2.20787,1275.82,2.02843,-2.20786,0.139026,0.729246,0.669979,7,167
4.54747e-13,14.95,25.8942,1279.83,23.0363,17.0927,1279.83,23.0363,17.0927,0.139007,0.729242,0.669987,7,167
4.54747e-13,44.85,25.8942,1283.37,41.6198,34.1663,1282.92,39.2502,31.9892,0.138999,0.729241,0.66999,7,167
0,59.8,51.7883,1287.1,61.1714,52.1298,1286.92,60.2576,51.2902,0.139008,0.729226,0.670004,7,167
4.54747e-13,74.75,77.6825,1290.51,79.0771,68.5811,1290.93,81.2651,70.5914,0.138998,0.729236,0.669996,7,167
4.54747e-13,104.65,77.6825,1294.44,99.6962,87.5255,1294.02,97.4785,85.4879,0.138986,0.729229,0.670006,7,167
4.54747e-13,448.5,407.582,1360.88,448.291,407.81,1360.88,448.291,407.81,0.138986,0.729225,0.67001,7,167
4.54747e-13,463.45,433.477,1364.88,469.298,427.112,1364.88,469.298,427.112,0.138976,0.729219,0.670019,7,167
4.54747e-13,493.35,433.477,1368.27,487.061,443.433,1367.97,485.511,442.008,0.138976,0.729207,0.670032,7,167
0,508.3,459.371,1372.88,511.279,465.686,1371.97,506.517,461.311,0.138963,0.729192,0.670051,7,167
4.54747e-13,523.25,485.265,1375.77,526.412,479.592,1375.98,527.524,480.614,0.138924,0.729205,0.670045,7,167
4.54747e-13,553.15,485.265,1379.07,543.735,495.51,1379.07,543.735,495.51,0.138941,0.729189,0.670059,7,167
4.54747e-13,3260.1,3000,1898,3263.41,2996.4,1898,3263.41,2996.4,0.139152,0.728906,0.670323,7,171
9.09495e-13,3275.05,3025.89,1902.01,3284.41,3015.72,1902.01,3284.41,3015.72,0.139188,0.728905,0.670317,7,171
9.09495e-13,3304.95,3025.89,1905.16,3300.9,3030.88,1905.11,3300.61,3030.61,0.139167,0.728909,0.670316,7,171
0,3319.9,3051.79,1909.61,3324.2,3052.3,1909.12,3321.61,3049.93,0.139189,0.728922,0.670297,7,171
4.54747e-13,3334.85,3077.68,1913.04,3342.15,3068.82,1913.13,3342.61,3069.24,0.13917,0.728916,0.670308,7,171
4.54747e-13,3364.75,3077.68,1916.22,3358.81,3084.14,1916.22,3358.81,3084.14,0.139152,0.728916,0.670313,7,171
-4.54747e-13,3708.6,3407.58,1983.16,3709.48,3406.62,1983.16,3709.48,3406.62,0.13915,0.728909,0.67032,7,171
4.54747e-13,3723.55,3433.48,1987.84,3733.96,3429.13,1987.17,3730.49,3425.94,0.139153,0.72892,0.670308,7,171
4.54747e-13,3753.45,3433.48,1990.27,3746.69,3440.83,1990.27,3746.69,3440.83,0.139146,0.728915,0.670314,7,171
-4.54747e-13,3768.4,3459.37,1993.55,3763.88,3456.65,1994.27,3767.69,3460.15,0.139154,0.728919,0.670309,7,171
4.54747e-13,3783.35,3485.26,1997.59,3785.05,3476.12,1998.28,3788.69,3479.46,0.139151,0.728915,0.670313,7,171
4.54747e-13,3813.25,3485.26,2001.38,3804.89,3494.36,2001.38,3804.89,3494.36,0.139129,0.728912,0.670321,7,171
4.54747e-13,6534.65,6000,2522.86,6532.8,6002.02,2522.86,6532.8,6002.02,0.139651,0.728844,0.670286,7,172
1.36424e-12,6549.6,6025.89,2526.89,6553.8,6021.33,2526.89,6553.8,6021.33,0.139651,0.728854,0.670276,7,172
1.36424e-12,6579.5,6025.89,2529.99,6570,6036.23,2529.99,6570,6036.23,0.13969,0.728847,0.670275,7,172
4.54747e-13,6594.45,6051.79,2534.02,6591,6055.54,2534.02,6591,6055.54,0.139703,0.728847,0.670273,7,172
1.36424e-12,6609.4,6077.68,2538.04,6612,6074.85,2538.04,6612,6074.85,0.139729,0.728845,0.670269,7,172
4.54747e-13,6953.25,6407.58,2605.27,6962.67,6397.34,2605.27,6962.67,6397.34,0.139685,0.728843,0.67028,7,172
4.54747e-13,6983.15,6407.58,2608.37,6978.87,6412.24,2608.37,6978.87,6412.24,0.139697,0.728837,0.670285,7,172
1.36424e-12,6998.1,6433.48,2612.4,6999.87,6431.56,2612.4,6999.87,6431.56,0.139702,0.728835,0.670286,7,172
4.54747e-13,7013.05,6459.37,2616.43,7020.87,6450.87,2616.43,7020.87,6450.87,0.139707,0.728829,0.670291,7,172
4.54747e-13,7042.95,6459.37,2618.91,7033.81,6462.77,2619.53,7037.07,6465.77,0.13972,0.728825,0.670293,7,172
1.36424e-12,7057.9,6485.26,2623.56,7058.07,6485.08,2623.56,7058.07,6485.08,0.139741,0.728821,0.670292,7,172
0,0,0,-259.462,-0.491282,0.568923,-259.462,-0.491282,0.568922,-0.0275255,0.756575,0.653327,8,151
-4.54747e-13,14.95,25.8942,-260.352,23.9624,21.6859,-260.239,20.8816,19.0254,-0.0275464,0.75656,0.653344,8,151
-4.54747e-13,44.85,25.8942,-260.791,36.0402,32.1159,-260.863,38.009,33.816,-0.0275364,0.756564,0.65334,8,151
0,59.8,51.7883,-261.641,59.3816,52.2728,-261.641,59.3816,52.2728,-0.0275425,0.756561,0.653343,8,151
0,74.75,77.6825,-262.38,79.687,69.808,-262.419,80.7543,70.7296,-0.0275574,0.756562,0.653341,8,151
0,104.65,77.6825,-263.058,98.2867,85.8696,-263.043,97.8819,85.5202,-0.0275758,0.756576,0.653324,8,151
-4.54747e-13,478.4,407.582,-276.614,470.123,406.955,-276.798,475.175,411.318,-0.0275705,0.756575,0.653325,8,151
-4.54747e-13,493.35,433.477,-277.566,496.253,429.52,-277.577,496.547,429.775,-0.0275999,0.756539,0.653366,8,151
-4.54747e-13,3469.4,3000,-386.37,3470.9,2998.27,-386.37,3470.9,2998.27,-0.027551,0.756474,0.653444,8,155
-9.09495e-13,3484.35,3025.89,-387.211,3494,3018.22,-387.148,3492.27,3016.73,-0.0275518,0.756488,0.653427,8,155
-9.09495e-13,3514.25,3025.89,-387.772,3509.39,3031.52,-387.772,3509.39,3031.52,-0.0275607,0.756485,0.65343,8,155
0,3529.2,3051.79,-388.735,3535.8,3054.33,-388.551,3530.76,3049.98,-0.0275794,0.756498,0.653414,8,155
-4.54747e-13,3544.15,3077.68,-389.33,3552.14,3068.44,-389.33,3552.14,3068.44,-0.02758,0.756495,0.653417,8,155
-4.54747e-13,3574.05,3077.68,-389.962,3569.49,3083.42,-389.954,3569.26,3083.23,-0.0275634,0.756507,0.653404,8,155
4.54747e-13,3947.8,3407.58,-403.697,3946.52,3409.07,-403.697,3946.52,3409.07,-0.0275604,0.756517,0.653393,8,155
-4.54747e-13,3962.75,3433.48,-404.476,3967.89,3427.53,-404.476,3967.89,3427.53,-0.0275618,0.756509,0.653402,8,155
-4.54747e-13,3992.65,3433.48,-405.179,3987.19,3444.2,-405.1,3985.01,3442.32,-0.0275532,0.756493,0.653421,8,155
4.54747e-13,4007.6,3459.37,-406.064,4011.49,3465.19,-405.878,4006.39,3460.78,-0.0275537,0.756498,0.653416,8,155
-4.54747e-13,4022.55,3485.26,-406.656,4027.76,3479.24,-406.656,4027.76,3479.24,-0.02757,0.756505,0.653406,8,155
-4.54747e-13,4052.45,3485.26,-407.281,4044.88,3494.03,-407.281,4044.88,3494.03,-0.0275711,0.756492,0.653421,8,155
-4.54747e-13,6938.8,6000,-513.543,6946.63,5999.82,-513.382,6942.23,5996.03,-0.0278287,0.756758,0.653102,8,159
-4.54747e-13,6968.7,6000,-514.012,6959.37,6010.82,-514.012,6959.37,6010.82,-0.0278604,0.756757,0.653102,8,159
-1.36424e-12,6983.65,6025.89,-514.799,6980.74,6029.26,-514.799,6980.74,6029.26,-0.0278509,0.756756,0.653104,8,159
-4.54747e-13,6998.6,6051.79,-515.511,7000.1,6045.97,-515.586,7002.12,6047.71,-0.0278689,0.756742,0.653119,8,159
-4.54747e-13,7028.5,6051.79,-516.217,7019.25,6062.5,-516.217,7019.25,6062.5,-0.0278763,0.756722,0.653142,8,159
-1.36424e-12,7043.45,6077.68,-517.004,7040.63,6080.95,-517.004,7040.63,6080.95,-0.0278699,0.756731,0.653132,8,159
1.36424e-12,7417.2,6407.58,-530.901,7418,6406.65,-530.901,7418,6406.65,-0.0278548,0.75675,0.653111,8,159
4.54747e-13,7432.15,6433.48,-531.659,7438.61,6424.43,-531.688,7439.38,6425.1,-0.0278488,0.756742,0.65312,8,159
4.54747e-13,7462.05,6433.48,-532.318,7456.52,6439.89,-532.318,7456.52,6439.89,-0.027839,0.756745,0.653117,8,159
1.36424e-12,7477,6459.37,-533.105,7477.89,6458.34,-533.105,7477.89,6458.34,-0.0278727,0.75672,0.653145,8,159
4.54747e-13,7491.95,6485.26,-534.008,7502.41,6479.5,-533.892,7499.27,6476.79,-0.0278157,0.756718,0.65315,8,159
4.54747e-13,7521.85,6485.26,-534.522,7516.4,6491.58,-534.522,7516.4,6491.58,-0.0278141,0.756718,0.653149,8,159
0,0,0,-1314.12,-0.71905,0.193187,-1314.15,-0.634001,0.348091,-0.183231,0.473124,0.861731,10,83
2.2557e-15,14.95,25.8942,-1319.72,13.7527,26.5515,-1319.72,13.7527,26.5515,-0.183235,0.473122,0.861731,10,83
4.51139e-15,29.9,51.7883,-1325.16,27.7919,52.122,-1325.3,28.1394,52.7549,-0.183225,0.473116,0.861737,10,83
6.76709e-15,44.85,77.6825,-1331.71,44.6954,82.9102,-1330.87,42.5258,78.9585,-0.183244,0.473113,0.861734,10,83
3.94857e-13,1630.05,3000,-1950.79,1642.73,2993.76,-1950.67,1642.42,2993.2,-0.182672,0.473569,0.861605,10,84
3.93026e-13,1659.95,3000,-1953.53,1649.83,3006.68,-1953.35,1649.36,3005.82,-0.182682,0.47357,0.861602,10,84
3.97112e-13,1645,3025.89,-1956.22,1656.82,3019.4,-1956.22,1656.82,3019.4,-0.182714,0.473593,0.861583,10,84
3.95282e-13,1674.9,3025.89,-1958.9,1663.76,3032.02,-1958.9,1663.76,3032.02,-0.18269,0.473554,0.861609,10,84
3.99368e-13,1659.95,3051.79,-1961.78,1671.22,3045.59,-1961.78,1671.22,3045.59,-0.182686,0.473585,0.861593,10,84
3.97537e-13,1689.85,3051.79,-1964.46,1678.16,3058.22,-1964.46,1678.16,3058.22,-0.182637,0.473617,0.861586,10,84
4.01624e-13,1674.9,3077.68,-1967.27,1685.46,3071.5,-1967.33,1685.62,3071.79,-0.182525,0.473651,0.861591,10,84
3.99793e-13,1704.8,3077.68,-1970.01,1692.56,3084.41,-1970.01,1692.56,3084.41,-0.182538,0.473651,0.861588,10,84
4.30124e-13,1869.25,3407.58,-2038.39,1870,3407.17,-2038.39,1870,3407.17,-0.182545,0.473679,0.861572,10,84
4.3238e-13,1884.2,3433.48,-2043.17,1882.41,3429.74,-2043.94,1884.4,3433.37,-0.182551,0.473663,0.861579,10,84
4.34636e-13,1899.15,3459.37,-2048.32,1895.76,3454.02,-2049.49,1898.8,3459.56,-0.182556,0.473654,0.861583,10,84
4.36892e-13,1914.1,3485.26,-2055.04,1913.2,3485.76,-2055.04,1913.2,3485.76,-0.182543,0.473624,0.861602,10,84
7.87883e-13,3290,6000,-2586.2,3293.35,5998.16,-2586.2,3293.35,5998.16,-0.182526,0.473595,0.861622,10,93
7.90138e-13,3304.95,6025.89,-2591.75,3307.75,6024.36,-2591.75,3307.75,6024.36,-0.182518,0.473586,0.861628,10,93
7.92394e-13,3319.9,6051.79,-2598.61,3325.56,6056.76,-2597.3,3322.15,6050.55,-0.182548,0.473588,0.861621,10,93
7.9465e-13,3334.85,6077.68,-2602.85,3336.55,6076.75,-2602.85,3336.55,6076.75,-0.182523,0.473523,0.861662,10,93
8.2315e-13,3529.2,6407.58,-2673.9,3520.87,6412.16,-2673.9,3520.87,6412.16,-0.182556,0.473518,0.861658,10,93
8.25406e-13,3544.15,6433.48,-2678.6,3533.05,6434.33,-2679.45,3535.26,6438.36,-0.182562,0.473526,0.861652,10,93
8.27662e-13,3559.1,6459.37,-2685.39,3550.68,6466.4,-2685,3549.66,6464.56,-0.182545,0.473511,0.861664,10,93
